Porosity,Mean,Variance,Skew,Kurtosis,P0,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,,Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15
0.144495,0.023429095,8.31E-05,0.006731255,-0.705926777,0.005,0.0117,0.0144,0.0182,0.0206,0.0233,0.0253,0.0289,0.0321,0.0355,0.0461,,0.4042,0.4445,0.8128,0.0431,0.1252,0.0632,0.0691,0.0848,0.1089,0.9468,0.882,0.8993,0.0371,0.0308,0.0264
0.225154,0.028579475,0.000111562,0.090595695,-0.416285604,0.005,0.0141,0.0203,0.0224,0.0255,0.028,0.0315,0.0342,0.0376,0.0421,0.0559,,0.3597,0.4076,0.7765,0.0363,0.1305,0.0612,0.0751,0.1012,0.1185,0.983,0.8512,0.8483,0.0362,0.0581,0.0381
0.107026,0.017449423,6.99E-05,0.201720256,-0.759764351,0.005,0.0062,0.0096,0.0116,0.0147,0.0167,0.0199,0.022,0.0254,0.0288,0.0403,,0.3982,0.4841,0.6102,0.0408,0.1354,0.0593,0.0726,0.1012,0.1107,0.993,0.9368,0.8237,0.0268,0.0362,0.0369
0.115357,0.023868982,7.46E-05,-0.138099895,-0.49704574,0.005,0.0126,0.0156,0.0198,0.0211,0.0239,0.0255,0.0289,0.0321,0.0351,0.0461,,0.4161,0.4635,0.9231,0.0474,0.1195,0.0589,0.0804,0.0922,0.1061,0.9586,0.8602,0.872,0.0202,0.041,0.0221
0.227698,0.063222682,0.001796839,0.697645195,-0.840587252,0.005,0.0202,0.0259,0.032,0.0388,0.0481,0.0628,0.0821,0.1127,0.1325,0.1557,,0.3606,0.405,0.8668,0.0465,0.1119,0.062,0.0784,0.087,0.096,0.8656,0.9185,0.8514,0.0212,0.0352,0.0225
0.107008,0.019834375,6.55E-05,0.097762973,-0.707062127,0.005,0.0093,0.0116,0.0146,0.0167,0.0207,0.0219,0.0245,0.0268,0.0312,0.0394,,0.4014,0.4827,0.8472,0.0393,0.1254,0.0586,0.0678,0.1005,0.1057,0.874,0.9149,0.9084,0.0478,0.0437,0.0417
0.112809,0.017822914,6.77E-05,0.221346563,-0.673941908,0.005,0.0064,0.0101,0.0118,0.0147,0.0168,0.0206,0.0219,0.0255,0.0288,0.0391,,0.4026,0.4714,0.7276,0.0374,0.1302,0.0559,0.0714,0.0985,0.1081,0.9657,0.9796,0.9519,0.0231,0.0484,0.052
0.085235,0.017370233,4.34E-05,-0.030012709,-0.661634938,0.005,0.0098,0.0115,0.0142,0.0152,0.0169,0.0203,0.0212,0.0229,0.0258,0.035,,0.4419,0.4629,0.8898,0.0403,0.1303,0.0522,0.0681,0.0991,0.1072,0.8571,0.8975,0.8854,0.0377,0.0259,0.06
0.078445,0.013536664,3.86E-05,0.148022803,-1.014265961,0.005,0.0055,0.006,0.0101,0.0111,0.0144,0.0155,0.0166,0.0204,0.0217,0.0269,,0.4449,0.4698,0.6671,0.0477,0.1127,0.0539,0.0668,0.086,0.1039,0.9665,0.8911,0.9143,0.0504,0.0302,0.0498
0.153455,0.019757823,7.96E-05,0.134308336,-0.788354509,0.005,0.0077,0.0112,0.0146,0.0166,0.02,0.0219,0.0255,0.0279,0.0323,0.0409,,0.4322,0.4025,0.5992,0.0356,0.1391,0.0667,0.0798,0.0945,0.1234,0.872,0.8801,0.9371,0.0574,0.0282,0.0557
0.10736,0.019277269,7.82E-05,0.283774515,-0.548139617,0.005,0.0084,0.0115,0.0151,0.0163,0.0191,0.0209,0.0251,0.0274,0.0316,0.0447,,0.4094,0.4754,0.788,0.0449,0.1468,0.0569,0.0814,0.0906,0.1165,0.9073,0.9521,0.9597,0.0369,0.0489,0.0478
0.13465,0.024617772,0.0003038,1.297187624,1.373529096,0.005,0.0079,0.0106,0.0132,0.0165,0.0212,0.0245,0.0279,0.0356,0.0517,0.082,,0.4358,0.4199,0.5415,0.0355,0.1446,0.0502,0.0834,0.0851,0.1264,0.8733,0.918,0.9575,0.0216,0.0203,0.0301
0.133543,0.018634524,7.68E-05,0.131995271,-0.871377499,0.005,0.0064,0.0103,0.0131,0.0153,0.0189,0.0206,0.0244,0.0261,0.0309,0.04,,0.4192,0.4387,0.5629,0.0452,0.1201,0.0682,0.0795,0.0894,0.0966,0.9144,0.8195,0.8497,0.0263,0.0483,0.0497
0.201769,0.031434353,0.000121856,-0.162320671,-0.387014171,0.005,0.016,0.0212,0.0255,0.0284,0.0317,0.0345,0.0378,0.0415,0.0453,0.0602,,0.3873,0.4018,0.8742,0.042,0.1123,0.0644,0.0742,0.0953,0.1008,0.9753,0.9111,0.968,0.0498,0.0591,0.0285
0.171694,0.026848456,0.000153666,0.761824561,0.51789952,0.005,0.0133,0.0162,0.0204,0.0224,0.0248,0.0281,0.0313,0.0361,0.0438,0.0654,,0.3558,0.4647,0.8566,0.0409,0.1171,0.0518,0.0633,0.0785,0.0927,0.91,0.8146,0.8407,0.0403,0.0326,0.0344
0.17282,0.046858724,0.001171928,0.64144486,-0.948999622,0.005,0.0104,0.0155,0.0209,0.0262,0.0343,0.046,0.0652,0.0835,0.1064,0.1106,,0.3693,0.4518,0.5338,0.0428,0.1358,0.0555,0.0926,0.1022,0.1146,0.8642,0.8845,0.8542,0.0306,0.0481,0.0413
0.165196,0.023025968,6.78E-05,-0.090512662,-0.453320919,0.005,0.0118,0.0157,0.0189,0.0212,0.0234,0.0253,0.0273,0.0307,0.0339,0.043,,0.3885,0.4403,0.881,0.0384,0.1103,0.0461,0.0646,0.0797,0.096,0.8379,0.8615,0.8874,0.0283,0.0559,0.0428
0.08491,0.012639052,3.29E-05,0.215278082,-0.88002858,0.005,0.0055,0.006,0.0102,0.0112,0.012,0.0148,0.0157,0.0175,0.021,0.0287,,0.4164,0.4943,0.5415,0.0354,0.1113,0.0495,0.0578,0.0842,0.0941,0.8471,0.9151,0.8423,0.0565,0.0419,0.055
0.157579,0.029066556,0.000107667,-0.34872169,-0.393715272,0.005,0.0147,0.02,0.0238,0.0267,0.0305,0.0323,0.0356,0.0382,0.0419,0.0502,,0.3773,0.4589,0.945,0.0471,0.1201,0.0621,0.0806,0.0919,0.1024,0.9024,0.9874,0.847,0.0556,0.0589,0.0235
0.214627,0.02693816,9.26E-05,-0.022946658,-0.380179679,0.005,0.0151,0.0195,0.0213,0.025,0.0268,0.0298,0.0325,0.0353,0.0398,0.0532,,0.3631,0.417,0.8023,0.0418,0.1249,0.0576,0.0777,0.0846,0.1147,0.9871,0.8478,0.8499,0.0279,0.0485,0.0428
0.137972,0.063079562,0.001770858,0.452756529,-1.172594913,0.005,0.0158,0.0224,0.0287,0.0386,0.0546,0.0679,0.0921,0.1077,0.1319,0.1453,,0.3583,0.49,0.9493,0.0434,0.1478,0.0542,0.0832,0.0876,0.1311,0.8493,0.8652,0.9757,0.0257,0.0328,0.0273
0.104116,0.018632518,4.88E-05,-0.132998883,-0.810993892,0.005,0.0098,0.0115,0.0151,0.016,0.0197,0.0211,0.0227,0.0254,0.0274,0.0328,,0.4405,0.4375,0.8096,0.048,0.1485,0.0608,0.0823,0.1125,0.1318,0.8722,0.9792,0.9079,0.0577,0.0351,0.0494
0.10689,0.019540621,8.15E-05,0.039340837,-0.926522462,0.005,0.0065,0.0105,0.0139,0.0161,0.0206,0.022,0.0254,0.0273,0.0316,0.0391,,0.4093,0.4721,0.5799,0.0472,0.1485,0.0717,0.0944,0.1026,0.1285,0.9809,0.9108,0.8081,0.0458,0.04,0.0226
0.181446,0.02136558,6.93E-05,0.109779387,-0.593094424,0.005,0.0111,0.015,0.0163,0.0192,0.0208,0.0246,0.0265,0.0287,0.0324,0.0447,,0.3769,0.432,0.7417,0.039,0.1112,0.0487,0.0717,0.0839,0.1044,0.9018,0.9579,0.9062,0.0528,0.0376,0.0566
0.127888,0.01672289,6.19E-05,0.231044799,-0.650279942,0.005,0.0062,0.0096,0.0114,0.0146,0.0157,0.0198,0.021,0.0239,0.0274,0.0415,,0.3966,0.4637,0.5151,0.0394,0.1448,0.0471,0.0852,0.0916,0.1314,0.9645,0.8244,0.8856,0.0502,0.0574,0.0473
0.092554,0.015661315,5.35E-05,0.159913059,-0.871410534,0.005,0.0059,0.0098,0.0115,0.0126,0.0153,0.0174,0.0206,0.0223,0.0258,0.0354,,0.435,0.4642,0.5128,0.039,0.1345,0.0548,0.0833,0.0919,0.1146,0.8374,0.8659,0.8754,0.0548,0.0495,0.0511
0.182148,0.031721182,0.000114912,-0.425853704,-0.286749049,0.005,0.0171,0.0224,0.0265,0.0297,0.0322,0.036,0.0381,0.0418,0.0457,0.055,,0.3983,0.4119,0.9224,0.0438,0.1206,0.0693,0.0887,0.0911,0.1059,0.9305,0.8661,0.8687,0.047,0.0387,0.0582
0.128928,0.027385802,0.000124688,0.051996683,-0.863712682,0.005,0.012,0.0163,0.0203,0.0239,0.0261,0.0303,0.0341,0.0381,0.0426,0.052,,0.3625,0.4949,0.8398,0.0499,0.1427,0.0768,0.0952,0.1096,0.1184,0.8647,0.8197,0.985,0.0528,0.0287,0.0355
0.130435,0.02089724,6.12E-05,-0.020681609,-0.723364849,0.005,0.0107,0.015,0.0162,0.02,0.021,0.0228,0.0258,0.0281,0.0318,0.0381,,0.4389,0.4234,0.8068,0.0464,0.1322,0.0637,0.0709,0.0924,0.1094,0.8659,0.8914,0.8745,0.0568,0.0524,0.0579
0.160573,0.024219235,7.23E-05,-0.106163624,-0.295088446,0.005,0.0132,0.0165,0.0204,0.0217,0.0246,0.026,0.0291,0.0315,0.0355,0.0472,,0.4072,0.4239,0.8881,0.0383,0.1241,0.0487,0.0725,0.0962,0.1005,0.8618,0.8586,0.8258,0.0577,0.0473,0.0352
0.048189,0.013047263,3.80E-05,0.235913298,-0.974668737,0.005,0.0055,0.006,0.0103,0.0114,0.0122,0.0151,0.0158,0.0196,0.0212,0.0292,,0.4488,0.4913,0.8075,0.0425,0.1348,0.0645,0.0746,0.1048,0.1142,0.9895,0.9795,0.859,0.037,0.0559,0.0451
0.160438,0.072726731,0.00209514,0.231244737,-1.096338464,0.005,0.0125,0.0238,0.039,0.0565,0.0698,0.083,0.0986,0.1175,0.1452,0.1517,,0.3741,0.4608,0.7097,0.0383,0.1348,0.0536,0.0768,0.0895,0.1081,0.8818,0.8999,0.9093,0.0256,0.0337,0.022
0.155269,0.017992975,6.16E-05,-0.000347002,-0.90152894,0.005,0.0063,0.0112,0.0126,0.0154,0.0182,0.0208,0.0226,0.0256,0.0282,0.0354,,0.417,0.4202,0.5993,0.0415,0.1124,0.0573,0.0741,0.0854,0.1036,0.9164,0.8383,0.9715,0.0557,0.0338,0.022
0.165814,0.025390367,0.000120413,0.087934201,-0.730803566,0.005,0.011,0.0156,0.0198,0.0218,0.0255,0.0283,0.0324,0.0354,0.0402,0.0539,,0.4211,0.4043,0.6738,0.0485,0.1483,0.0691,0.0878,0.0985,0.1251,0.9206,0.8987,0.8876,0.0327,0.0599,0.0238
0.118872,0.020438373,7.35E-05,0.218399716,-0.633292352,0.005,0.0097,0.0119,0.015,0.0171,0.0201,0.0222,0.0252,0.0277,0.0327,0.0403,,0.3788,0.492,0.8311,0.0393,0.129,0.0614,0.0779,0.0852,0.1171,0.9127,0.8044,0.8164,0.0279,0.0583,0.0479
0.106587,0.021083928,9.97E-05,0.203801768,-0.658362674,0.005,0.0071,0.0106,0.0145,0.0183,0.0208,0.0236,0.0261,0.0303,0.0348,0.0464,,0.4138,0.4676,0.5404,0.0498,0.1288,0.0707,0.0879,0.0887,0.1113,0.92,0.8915,0.9128,0.036,0.042,0.033
0.090312,0.013066855,3.51E-05,0.167284323,-0.973259406,0.005,0.0055,0.006,0.01,0.0109,0.012,0.0153,0.0159,0.0191,0.0212,0.0269,,0.4253,0.4788,0.5219,0.0353,0.1152,0.0533,0.0629,0.0942,0.1044,0.8585,0.9888,0.869,0.0592,0.0552,0.0583
0.146171,0.021071659,8.97E-05,0.19725961,-0.473776277,0.005,0.0098,0.0117,0.0154,0.0185,0.0206,0.0237,0.0257,0.0296,0.0336,0.0517,,0.3635,0.4835,0.735,0.0468,0.1116,0.053,0.0663,0.0927,0.1019,0.8272,0.8967,0.8446,0.0378,0.0446,0.0345
0.069791,0.012764923,3.48E-05,0.208398871,-0.989726231,0.005,0.0055,0.0059,0.0098,0.0107,0.0115,0.0151,0.0158,0.0182,0.0211,0.0269,,0.4426,0.483,0.5485,0.0385,0.1197,0.0556,0.0588,0.0929,0.1103,0.9217,0.8433,0.8793,0.0482,0.0364,0.037
0.101049,0.02004147,0.000112626,0.574463056,-0.152129547,0.005,0.0067,0.0107,0.0137,0.016,0.0192,0.0215,0.0246,0.0289,0.0352,0.0512,,0.4065,0.4826,0.741,0.0401,0.1459,0.052,0.0926,0.1163,0.1266,0.9388,0.9662,0.9811,0.0459,0.0447,0.037
0.176507,0.019091244,7.34E-05,0.114266025,-0.739730626,0.005,0.0067,0.011,0.0144,0.0157,0.0199,0.0211,0.0239,0.0271,0.0309,0.0415,,0.373,0.4432,0.5431,0.0386,0.1154,0.0518,0.0816,0.0923,0.107,0.9465,0.8004,0.8608,0.0526,0.028,0.0566
0.126553,0.019483035,8.10E-05,0.110940676,-0.794237815,0.005,0.0066,0.0108,0.0143,0.0163,0.0198,0.0219,0.0253,0.0276,0.0317,0.0406,,0.3867,0.4745,0.6485,0.0411,0.1344,0.0663,0.0747,0.0805,0.1187,0.8782,0.8394,0.8327,0.0506,0.0594,0.0432
0.134706,0.019738134,6.52E-05,-0.016559062,-0.825008302,0.005,0.01,0.0111,0.0151,0.0168,0.0201,0.0218,0.0247,0.0266,0.031,0.0367,,0.4458,0.4054,0.7034,0.047,0.1491,0.0773,0.0788,0.1009,0.1366,0.9892,0.8976,0.8778,0.0474,0.0302,0.056
0.162675,0.024909788,7.54E-05,-0.190674778,-0.460679411,0.005,0.0146,0.0171,0.0209,0.0226,0.0251,0.027,0.0305,0.0328,0.036,0.0433,,0.4157,0.4133,0.8667,0.0358,0.1486,0.0615,0.0791,0.0947,0.1333,0.84,0.9135,0.8313,0.0423,0.0448,0.029
0.084822,0.014302675,4.46E-05,0.209604528,-0.875358363,0.005,0.0057,0.0067,0.0102,0.0113,0.0146,0.0157,0.018,0.0206,0.0235,0.0316,,0.4281,0.4803,0.5403,0.0425,0.1291,0.0546,0.0804,0.1021,0.1022,0.8003,0.9122,0.9288,0.0492,0.0507,0.0474
0.134117,0.015422268,4.60E-05,0.072204336,-0.921752423,0.005,0.0059,0.0094,0.0107,0.0141,0.015,0.0165,0.0206,0.0216,0.025,0.0308,,0.4102,0.4432,0.6441,0.0369,0.1278,0.0499,0.0619,0.0963,0.1125,0.9958,0.9908,0.8066,0.0425,0.0547,0.0587
0.176384,0.024079462,0.000112989,0.235725366,-0.583231691,0.005,0.0106,0.0147,0.0166,0.0203,0.0236,0.026,0.0299,0.0341,0.0391,0.0515,,0.3814,0.4295,0.6755,0.0411,0.1456,0.0584,0.077,0.0983,0.1274,0.8215,0.883,0.8908,0.0469,0.0527,0.0576
0.127412,0.020879512,5.29E-05,-0.208567647,-0.471462248,0.005,0.0105,0.0143,0.0164,0.0203,0.0213,0.0229,0.0254,0.0269,0.0306,0.0391,,0.4443,0.4235,0.8854,0.0356,0.1453,0.0641,0.0708,0.1101,0.1261,0.9926,0.876,0.8097,0.0338,0.0366,0.0294
0.072044,0.018170478,7.52E-05,0.151527183,-0.832153146,0.005,0.0063,0.0098,0.0119,0.0151,0.0181,0.0203,0.0239,0.0257,0.0302,0.04,,0.4245,0.4877,0.7848,0.0398,0.1491,0.0778,0.0905,0.1016,0.13,0.8145,0.9518,0.8849,0.0222,0.0342,0.0415
0.100179,0.030427813,0.000355119,0.745596176,-0.360892732,0.005,0.0094,0.0131,0.0187,0.0225,0.0257,0.0302,0.0373,0.0478,0.062,0.0791,,0.4034,0.4867,0.6631,0.05,0.1419,0.0702,0.086,0.1047,0.1251,0.9401,0.899,0.8939,0.0303,0.0334,0.04
0.198288,0.02520257,0.00013356,0.353156055,-0.283400185,0.005,0.0105,0.0141,0.0181,0.0209,0.0244,0.0275,0.0316,0.0353,0.0406,0.0579,,0.3636,0.426,0.6469,0.0462,0.1301,0.0534,0.0769,0.0974,0.1174,0.9091,0.802,0.8692,0.0208,0.0435,0.0563
0.147555,0.034994593,0.000567068,0.976657694,-0.273332702,0.005,0.0122,0.016,0.0192,0.0222,0.0259,0.0314,0.0402,0.0588,0.0781,0.0908,,0.4022,0.4433,0.8567,0.0401,0.1358,0.0546,0.0731,0.1086,0.1186,0.974,0.8598,0.9369,0.0237,0.0213,0.0441
0.154296,0.020891036,7.56E-05,0.098254268,-0.74774152,0.005,0.0097,0.0121,0.0154,0.0185,0.0206,0.0234,0.0258,0.0294,0.0331,0.0406,,0.412,0.4259,0.7048,0.0397,0.1475,0.0647,0.0798,0.0921,0.128,0.9271,0.972,0.8182,0.0437,0.0445,0.0261
0.193524,0.027056113,9.98E-05,-0.000312797,-0.629815898,0.005,0.0149,0.0182,0.0211,0.0248,0.0269,0.03,0.0332,0.0359,0.0407,0.0534,,0.4015,0.4006,0.7682,0.0484,0.123,0.0634,0.0735,0.1049,0.1128,0.9029,0.8756,0.9553,0.0383,0.0553,0.0498
0.128061,0.015995741,5.60E-05,0.149944754,-0.924332265,0.005,0.0059,0.0097,0.0113,0.015,0.0159,0.0183,0.0203,0.0229,0.0263,0.0335,,0.4344,0.4293,0.5226,0.037,0.1377,0.0432,0.0807,0.1053,0.1174,0.9266,0.8748,0.8654,0.0416,0.0261,0.0389
0.1556,0.028228757,9.53E-05,-0.215840917,-0.538898567,0.005,0.015,0.0194,0.0227,0.0256,0.0284,0.0316,0.0345,0.0372,0.0411,0.0497,,0.389,0.4404,0.8776,0.0466,0.1403,0.0686,0.0861,0.0948,0.1267,0.8848,0.9558,0.812,0.0422,0.034,0.0284
0.100263,0.017632934,6.60E-05,0.087756535,-0.903478671,0.005,0.0062,0.0102,0.0112,0.0151,0.017,0.02,0.0222,0.0255,0.0289,0.0364,,0.4358,0.457,0.5492,0.0489,0.1242,0.07,0.0803,0.0962,0.1059,0.9631,0.8528,0.9477,0.034,0.0413,0.0509
0.109066,0.017755797,6.79E-05,0.110474202,-0.876361728,0.005,0.0062,0.0103,0.0113,0.0153,0.0175,0.0202,0.0221,0.0252,0.029,0.0367,,0.395,0.486,0.6303,0.0411,0.1496,0.0623,0.0807,0.1001,0.1364,0.8148,0.9977,0.9235,0.0424,0.0507,0.0312
0.151032,0.019371682,8.35E-05,0.127909256,-0.87254274,0.005,0.0065,0.0106,0.014,0.016,0.0196,0.0215,0.0251,0.0277,0.0321,0.0403,,0.419,0.4225,0.5223,0.047,0.1102,0.0639,0.0749,0.0955,0.0958,0.9229,0.9083,0.9927,0.027,0.044,0.0366
0.105332,0.018131348,5.73E-05,0.000527174,-0.8734066,0.005,0.0078,0.0115,0.0142,0.0156,0.0182,0.0209,0.0225,0.0258,0.0282,0.0357,,0.4156,0.4707,0.8043,0.0425,0.1415,0.059,0.086,0.1028,0.1269,0.8806,0.8599,0.9656,0.0428,0.0349,0.0463
0.113856,0.020702218,0.000102768,0.302196978,-0.500628231,0.005,0.007,0.0111,0.0148,0.0165,0.0201,0.0231,0.0257,0.0302,0.0342,0.0517,,0.3861,0.4935,0.7538,0.0443,0.1392,0.0634,0.0756,0.0911,0.1035,0.9685,0.8741,0.8778,0.0238,0.0362,0.041
0.095844,0.01488946,4.94E-05,0.176793541,-0.972346696,0.005,0.0057,0.0073,0.0104,0.0115,0.0149,0.0163,0.0199,0.0215,0.0255,0.0316,,0.444,0.4531,0.6695,0.0405,0.1138,0.0572,0.0601,0.0747,0.1033,0.8994,0.8949,0.9159,0.0357,0.0461,0.0498
0.116894,0.01902978,9.09E-05,0.472481971,0.091361241,0.005,0.0067,0.0108,0.0132,0.016,0.0195,0.0211,0.0245,0.0271,0.0317,0.0532,,0.3934,0.4746,0.659,0.0385,0.1392,0.0568,0.0715,0.1074,0.1295,0.8109,0.9393,0.9569,0.0456,0.0282,0.0424
0.187747,0.029747442,0.000114359,-0.099887474,-0.546300676,0.005,0.0146,0.0209,0.0236,0.0267,0.03,0.0329,0.0359,0.0392,0.0433,0.0559,,0.3781,0.4267,0.8344,0.0494,0.1181,0.0641,0.0787,0.0937,0.1028,0.9269,0.8795,0.9871,0.0376,0.0562,0.0204
0.178671,0.030898386,0.000137502,-0.061458663,-0.75401596,0.005,0.0143,0.0208,0.0238,0.0272,0.0312,0.0343,0.0376,0.0416,0.0465,0.0559,,0.393,0.4153,0.8144,0.0456,0.1368,0.0658,0.0785,0.0956,0.124,0.86,0.829,0.8599,0.0536,0.0268,0.0421
0.149062,0.025533041,0.000193735,0.714201136,0.327097269,0.005,0.0085,0.0128,0.0172,0.0204,0.0248,0.0272,0.0319,0.0359,0.0437,0.0695,,0.3667,0.4739,0.6343,0.0373,0.132,0.0654,0.0765,0.1021,0.1166,0.937,0.9017,0.9572,0.0314,0.0553,0.0455
0.151825,0.029075039,0.000113265,-0.047283439,-0.342511603,0.005,0.0145,0.021,0.0231,0.0256,0.0289,0.0318,0.0348,0.0384,0.0433,0.0568,,0.4013,0.4292,0.907,0.043,0.1497,0.0606,0.0931,0.1221,0.1323,0.8121,0.9811,0.9764,0.0456,0.053,0.021
0.070752,0.017114563,4.47E-05,0.090165306,-0.626914386,0.005,0.0095,0.0112,0.0135,0.0157,0.0165,0.0194,0.0205,0.0228,0.0263,0.0335,,0.4339,0.4909,0.9173,0.0368,0.1425,0.0612,0.0703,0.1053,0.1173,0.9604,0.9757,0.8206,0.0438,0.0416,0.0475
0.172517,0.025342246,0.000101263,0.235368914,-0.270870529,0.005,0.0119,0.0165,0.0206,0.0222,0.0259,0.0273,0.0306,0.0348,0.0385,0.055,,0.3918,0.4267,0.7282,0.0487,0.1495,0.0643,0.0882,0.1144,0.1396,0.9032,0.8169,0.965,0.0545,0.0474,0.0517
0.136391,0.021269135,8.21E-05,0.028432661,-0.824494177,0.005,0.0097,0.0122,0.0157,0.019,0.0214,0.0243,0.0263,0.0302,0.0339,0.043,,0.4002,0.4563,0.7327,0.0466,0.1343,0.0669,0.0868,0.0888,0.1249,0.9411,0.8196,0.8565,0.0512,0.0468,0.0308
0.110798,0.018508699,7.29E-05,0.051194478,-0.962842737,0.005,0.0063,0.0104,0.0124,0.0156,0.0193,0.0207,0.0242,0.0261,0.0307,0.0367,,0.4208,0.4594,0.6076,0.05,0.1192,0.0677,0.0852,0.0962,0.1069,0.8787,0.8861,0.9313,0.0528,0.0569,0.0468
0.183743,0.023922748,0.000123485,0.182498804,-0.674903756,0.005,0.0101,0.0143,0.0163,0.0201,0.0236,0.0264,0.0307,0.0341,0.0393,0.0515,,0.382,0.4225,0.5744,0.0395,0.1327,0.0663,0.0837,0.0878,0.1142,0.9285,0.8832,0.9784,0.0401,0.0262,0.0453
0.157305,0.025491328,8.67E-05,-0.039725006,-0.466815817,0.005,0.0137,0.0165,0.0212,0.0229,0.0259,0.0275,0.0313,0.0339,0.0374,0.0492,,0.377,0.4619,0.8692,0.0422,0.1264,0.0588,0.063,0.084,0.1101,0.8419,0.9513,0.9392,0.0413,0.0526,0.0262
0.155476,0.020399098,8.14E-05,0.094367752,-0.79414168,0.005,0.0089,0.0114,0.0149,0.0173,0.0205,0.0225,0.0257,0.0286,0.0324,0.0415,,0.4166,0.4185,0.662,0.0445,0.1257,0.0587,0.07,0.0884,0.117,0.9136,0.9505,0.904,0.0343,0.0474,0.052
0.095382,0.018664388,8.86E-05,0.429700876,-0.448576572,0.005,0.0065,0.0108,0.0127,0.0159,0.0175,0.0203,0.0228,0.0265,0.0317,0.045,,0.4046,0.4882,0.6482,0.049,0.1402,0.0561,0.0925,0.1143,0.1171,0.9227,0.9594,0.8829,0.05,0.0496,0.0402
0.162177,0.022446455,9.37E-05,0.298734469,-0.297547023,0.005,0.0106,0.0145,0.0162,0.0198,0.0215,0.0249,0.0274,0.0308,0.0354,0.0524,,0.4033,0.4231,0.7147,0.0458,0.1343,0.0575,0.0823,0.1023,0.1211,0.8508,0.9468,0.9708,0.0454,0.0293,0.0527
0.14262,0.016375497,4.33E-05,-0.007769212,-0.828346531,0.005,0.0064,0.0107,0.0119,0.0152,0.016,0.0186,0.021,0.0221,0.0255,0.0332,,0.4238,0.4288,0.7432,0.0358,0.1101,0.048,0.0706,0.079,0.0899,0.8328,0.9132,0.8248,0.0489,0.0236,0.0539
0.131746,0.016205608,5.30E-05,0.019712041,-1.034348257,0.005,0.0059,0.0097,0.0111,0.0147,0.016,0.0192,0.021,0.0234,0.0263,0.032,,0.4337,0.4267,0.5594,0.0471,0.1124,0.0581,0.0696,0.0892,0.0954,0.8674,0.997,0.9326,0.038,0.0506,0.0322
0.181107,0.025270521,7.63E-05,-0.248797842,-0.369822361,0.005,0.0134,0.0171,0.0206,0.0236,0.0252,0.0275,0.0306,0.033,0.036,0.0461,,0.3772,0.4361,0.887,0.0389,0.1366,0.0555,0.0592,0.0863,0.1195,0.9783,0.8409,0.8272,0.0293,0.0222,0.0346
0.074385,0.016394624,5.17E-05,0.142790208,-0.81095709,0.005,0.0062,0.0103,0.0117,0.0152,0.0161,0.0187,0.0203,0.023,0.0262,0.0335,,0.4326,0.4865,0.8543,0.0485,0.1208,0.0657,0.0709,0.0893,0.1105,0.9317,0.8528,0.8902,0.052,0.0374,0.0304
0.17642,0.071126822,0.003110417,0.695835275,-0.978075024,0.005,0.0146,0.0204,0.0279,0.0363,0.051,0.0688,0.0939,0.1367,0.1644,0.17,,0.3517,0.463,0.8659,0.0355,0.1257,0.061,0.0789,0.0906,0.1167,0.8144,0.8964,0.8272,0.0355,0.028,0.0368
0.21378,0.026406654,0.000150519,0.132207702,-0.716690607,0.005,0.0099,0.0141,0.0199,0.0226,0.0253,0.0301,0.0338,0.0374,0.0425,0.0566,,0.3737,0.4099,0.5222,0.0473,0.1149,0.0569,0.0783,0.0935,0.0975,0.8847,0.8672,0.851,0.0452,0.0544,0.0322
0.094553,0.032280469,0.00047011,0.565058743,-0.869546407,0.005,0.0082,0.0112,0.0151,0.0215,0.0268,0.0347,0.0435,0.0556,0.0656,0.0778,,0.3915,0.4956,0.621,0.0412,0.1476,0.0521,0.075,0.1165,0.1343,0.8448,0.83,0.8931,0.0237,0.0244,0.0486
0.116759,0.019257567,8.96E-05,0.300102678,-0.58433616,0.005,0.0066,0.0101,0.0133,0.0155,0.0199,0.0214,0.0246,0.0275,0.0319,0.0472,,0.4266,0.4524,0.5792,0.0386,0.128,0.0585,0.076,0.1052,0.1166,0.8589,0.8012,0.8466,0.0229,0.054,0.0276
0.131394,0.017949129,6.47E-05,0.013739987,-0.958289906,0.005,0.0062,0.011,0.0124,0.0153,0.018,0.0208,0.0227,0.0258,0.0288,0.0354,,0.4373,0.4224,0.6163,0.0425,0.1357,0.0691,0.0753,0.0915,0.1086,0.9224,0.8419,0.8441,0.0254,0.0565,0.0455
0.136767,0.018422768,5.92E-05,-0.007133514,-0.857177728,0.005,0.0079,0.0115,0.0144,0.0157,0.0189,0.021,0.0229,0.0258,0.0287,0.0354,,0.4481,0.4054,0.6754,0.0458,0.145,0.0676,0.0826,0.1059,0.1186,0.9392,0.9914,0.8034,0.0537,0.0568,0.0485
0.143571,0.03010784,0.000205512,0.874988868,0.845390767,0.005,0.0129,0.0188,0.0216,0.0244,0.0283,0.0319,0.035,0.0398,0.0492,0.0757,,0.3555,0.4947,0.8659,0.0475,0.1152,0.0605,0.0792,0.0823,0.101,0.9433,0.9793,0.9566,0.0392,0.0592,0.03
