Porosity,Mean,Variance,Skew,Kurtosis,P0,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,,Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15
0.103285,0.016038473,5.76E-05,0.191857598,-0.873983767,0.005,0.0059,0.0099,0.0115,0.0141,0.0153,0.0178,0.0209,0.0228,0.0259,0.035,,0.4079,0.482,0.6165,0.041,0.1355,0.06,0.0747,0.1044,0.1172,0.8979,0.8069,0.9627,0.0453,0.0447,0.0304
0.193541,0.01885682,6.98E-05,0.095157905,-0.754858487,0.005,0.0068,0.011,0.0143,0.0156,0.0196,0.0208,0.025,0.0266,0.0305,0.0412,,0.3896,0.4113,0.5221,0.0366,0.112,0.0506,0.0739,0.0747,0.0942,0.8961,0.9315,0.822,0.0495,0.0432,0.0317
0.144258,0.036282145,0.000689976,1.503954723,1.47930089,0.005,0.0121,0.0164,0.0201,0.024,0.0282,0.0326,0.0372,0.0488,0.0804,0.1097,,0.4037,0.4343,0.8366,0.0483,0.1489,0.0584,0.0926,0.1183,0.1318,0.8692,0.9818,0.9178,0.027,0.0348,0.0259
0.136768,0.021914495,0.000119012,0.322048894,-0.50200182,0.005,0.0072,0.0114,0.0155,0.0187,0.0212,0.0252,0.0278,0.0322,0.0362,0.0534,,0.3549,0.4961,0.5125,0.0438,0.1439,0.06,0.0755,0.1052,0.1137,0.9897,0.8213,0.9583,0.0519,0.0327,0.0419
0.1735,0.026183323,0.000118689,-0.032906473,-0.793700126,0.005,0.0113,0.0161,0.0204,0.0237,0.0263,0.0301,0.0336,0.0362,0.0408,0.0541,,0.3923,0.4246,0.6975,0.0496,0.121,0.0698,0.0794,0.0859,0.1069,0.8263,0.8436,0.8637,0.0546,0.0214,0.0307
0.117704,0.015105536,4.60E-05,0.201209881,-0.736238863,0.005,0.0059,0.0096,0.011,0.0124,0.0153,0.0161,0.0197,0.0213,0.0248,0.0328,,0.3909,0.486,0.7453,0.0359,0.1117,0.0469,0.0783,0.0792,0.0928,0.9811,0.901,0.8177,0.047,0.0508,0.035
0.164228,0.026866482,8.09E-05,-0.541452465,-0.290491013,0.005,0.0148,0.0204,0.0222,0.0252,0.0273,0.0309,0.033,0.0348,0.0373,0.043,,0.4225,0.4049,0.9292,0.0495,0.1199,0.067,0.0679,0.1017,0.1018,0.8023,0.8988,0.9726,0.0411,0.0278,0.0544
0.09515,0.020147151,9.27E-05,0.223867177,-0.639231093,0.005,0.0069,0.0117,0.0139,0.0164,0.0202,0.0221,0.025,0.0287,0.0334,0.0461,,0.4022,0.4952,0.7073,0.0476,0.1308,0.0657,0.0965,0.0972,0.11,0.825,0.8741,0.9355,0.0459,0.0308,0.0239
0.148937,0.050352105,0.001174625,0.330963513,-1.355420475,0.005,0.0106,0.0162,0.0225,0.0298,0.0401,0.0595,0.08,0.0909,0.0988,0.1119,,0.3541,0.4869,0.553,0.041,0.1361,0.0548,0.0791,0.1034,0.1233,0.8546,0.9204,0.9659,0.026,0.0562,0.0284
0.176272,0.023982615,9.92E-05,0.106868336,-0.696959331,0.005,0.0105,0.0145,0.0173,0.0212,0.0247,0.0267,0.0297,0.033,0.0372,0.0485,,0.3602,0.4557,0.7242,0.045,0.1237,0.0605,0.0779,0.0968,0.1043,0.8846,0.857,0.9871,0.0575,0.0485,0.0327
0.136954,0.02003125,0.000100546,0.427547565,-0.25696287,0.005,0.0069,0.0108,0.0144,0.0163,0.0196,0.0222,0.0249,0.0284,0.0333,0.0512,,0.3978,0.4598,0.5139,0.0408,0.1199,0.05,0.085,0.0875,0.1088,0.8529,0.8769,0.8522,0.0454,0.0417,0.0447
0.13777,0.021521632,6.31E-05,-0.040621953,-0.663314801,0.005,0.0106,0.0142,0.0162,0.0205,0.0217,0.0241,0.0254,0.029,0.0321,0.0394,,0.3636,0.491,0.8674,0.0411,0.1184,0.0596,0.0606,0.0795,0.1086,0.8403,0.9789,0.8576,0.0391,0.0238,0.0594
0.099243,0.019832716,9.14E-05,0.221304773,-0.639456577,0.005,0.0067,0.0105,0.014,0.0157,0.0204,0.0221,0.0257,0.0285,0.033,0.0485,,0.4415,0.4491,0.5576,0.0479,0.1367,0.062,0.0864,0.1025,0.1139,0.8011,0.8297,0.813,0.0271,0.0436,0.022
0.12706,0.018032392,7.54E-05,0.376840919,-0.11840338,0.005,0.0066,0.0102,0.0116,0.0151,0.0174,0.0212,0.0228,0.0254,0.0295,0.0495,,0.3977,0.4664,0.5016,0.035,0.1319,0.0561,0.0715,0.0985,0.12,0.8508,0.9261,0.9359,0.0571,0.0493,0.0409
0.190096,0.027172507,8.81E-05,-0.324603483,-0.279205805,0.005,0.0142,0.0203,0.0221,0.0252,0.0274,0.0304,0.0323,0.0356,0.0392,0.0474,,0.3794,0.4209,0.9297,0.0411,0.1312,0.0495,0.071,0.0978,0.114,0.8508,0.9584,0.8383,0.0574,0.0391,0.0261
0.154656,0.022518709,9.11E-05,0.226919191,-0.549471242,0.005,0.0104,0.0143,0.016,0.0193,0.0214,0.0247,0.0272,0.0316,0.0357,0.05,,0.3735,0.4642,0.7816,0.0361,0.1481,0.0492,0.0891,0.1117,0.1236,0.9306,0.8365,0.8186,0.0388,0.0437,0.0492
0.133227,0.028781975,0.000100452,-0.446302962,-0.388790343,0.005,0.0144,0.0209,0.0248,0.0269,0.0297,0.0324,0.0349,0.0375,0.0412,0.0485,,0.4298,0.4266,0.9375,0.0482,0.1348,0.0707,0.0777,0.0986,0.1149,0.9421,0.9706,0.9026,0.0524,0.0548,0.0511
0.17698,0.030735884,0.000298915,1.171360871,1.178765483,0.005,0.0124,0.0163,0.02,0.0236,0.0272,0.0308,0.0348,0.0411,0.056,0.0856,,0.3673,0.4449,0.7966,0.0373,0.1341,0.0624,0.0701,0.0901,0.1189,0.8698,0.9734,0.922,0.0476,0.0224,0.0335
0.100688,0.014585215,4.29E-05,0.109991632,-0.961500194,0.005,0.0057,0.01,0.0113,0.0121,0.0152,0.0159,0.0195,0.0208,0.0236,0.0296,,0.4192,0.4728,0.7485,0.0413,0.1212,0.0543,0.0687,0.0923,0.1013,0.8154,0.9676,0.891,0.0309,0.0376,0.0372
0.10267,0.022330841,8.16E-05,-0.04013761,-0.770582467,0.005,0.0106,0.0148,0.0163,0.0209,0.0223,0.0255,0.0276,0.0308,0.0343,0.0439,,0.3846,0.4965,0.8569,0.0468,0.1385,0.0643,0.0801,0.0942,0.1275,0.8431,0.9493,0.9685,0.0292,0.0206,0.0589
0.109532,0.017764221,7.22E-05,0.314086043,-0.566709699,0.005,0.0064,0.0101,0.012,0.0151,0.017,0.0201,0.022,0.0258,0.0295,0.0409,,0.392,0.4905,0.7568,0.0422,0.1304,0.0548,0.0657,0.0941,0.1176,0.9552,0.874,0.8613,0.0376,0.0257,0.033
0.062359,0.014359376,4.53E-05,0.198833987,-0.900519246,0.005,0.0057,0.0065,0.0101,0.0112,0.0145,0.0155,0.0187,0.0212,0.0237,0.0308,,0.4403,0.4919,0.5167,0.0462,0.1286,0.0719,0.0748,0.0903,0.1194,0.9294,0.9892,0.9023,0.0578,0.0249,0.0577
0.165446,0.01971788,7.73E-05,0.270368511,-0.379851872,0.005,0.0093,0.0107,0.0143,0.0166,0.0202,0.0215,0.0246,0.0272,0.0314,0.0472,,0.4087,0.4144,0.6387,0.0412,0.1447,0.0498,0.0953,0.1052,0.1176,0.8258,0.8778,0.9529,0.0367,0.0408,0.0566
0.174961,0.041586629,0.00116395,1.204814452,0.237658397,0.005,0.0107,0.0149,0.0196,0.0245,0.0295,0.0364,0.0442,0.065,0.1083,0.1239,,0.3824,0.4333,0.5638,0.0459,0.1387,0.0647,0.0822,0.0935,0.115,0.8995,0.9517,0.956,0.0443,0.0244,0.037
0.18938,0.028635777,0.000310657,1.22856079,1.650153117,0.005,0.0104,0.0142,0.0177,0.021,0.0246,0.0292,0.0341,0.0405,0.0534,0.0885,,0.369,0.4379,0.665,0.04,0.118,0.0616,0.0626,0.0845,0.1134,0.9299,0.9517,0.8533,0.0348,0.0456,0.025
0.144603,0.023023376,0.00013004,0.282208549,-0.562811599,0.005,0.0074,0.0117,0.0161,0.0201,0.0221,0.0262,0.0294,0.0334,0.0387,0.0536,,0.4157,0.4191,0.6303,0.04,0.1498,0.0581,0.0791,0.1027,0.1275,0.9673,0.9865,0.9243,0.0296,0.04,0.0217
0.094971,0.017852558,8.32E-05,0.344440312,-0.737356039,0.005,0.0062,0.0094,0.0114,0.0146,0.0166,0.02,0.0226,0.0259,0.031,0.0403,,0.4034,0.4945,0.6113,0.0358,0.1178,0.0546,0.0793,0.088,0.1053,0.8262,0.8658,0.8186,0.0253,0.0396,0.036
0.221154,0.030952677,0.000220523,0.642628744,0.034479906,0.005,0.0138,0.0179,0.021,0.0261,0.0291,0.0336,0.0371,0.0424,0.0522,0.0709,,0.3689,0.4004,0.725,0.0443,0.1168,0.0547,0.0743,0.0861,0.1036,0.9515,0.9986,0.9728,0.0318,0.0225,0.0575
0.104268,0.017679366,5.11E-05,0.015726726,-0.769368001,0.005,0.0096,0.0114,0.014,0.0152,0.0173,0.0206,0.0214,0.0248,0.0265,0.035,,0.4461,0.4374,0.8035,0.0442,0.1355,0.0522,0.0918,0.1047,0.1204,0.9033,0.8892,0.8389,0.0507,0.0407,0.0465
0.214299,0.029686296,0.00018496,0.939403116,1.478222122,0.005,0.0129,0.0196,0.0223,0.0248,0.0278,0.0323,0.0355,0.0386,0.0455,0.0784,,0.3566,0.4238,0.7648,0.0484,0.1107,0.0567,0.0672,0.077,0.098,0.9282,0.8363,0.9191,0.0398,0.0471,0.032
0.144974,0.015863606,5.01E-05,0.097405324,-0.886844463,0.005,0.0059,0.0097,0.0111,0.0146,0.0157,0.0177,0.0207,0.0223,0.0254,0.032,,0.4179,0.4312,0.6,0.0373,0.1261,0.0551,0.06,0.0841,0.0977,0.9197,0.8062,0.9553,0.0411,0.0547,0.0462
0.067506,0.015651328,4.92E-05,0.165574035,-0.848900765,0.005,0.0059,0.0096,0.0109,0.0131,0.0154,0.0171,0.0205,0.022,0.0253,0.032,,0.432,0.4889,0.8813,0.0361,0.1428,0.0585,0.0632,0.0853,0.1338,0.9113,0.9728,0.9997,0.0236,0.0494,0.0231
0.155612,0.017840803,6.06E-05,-0.029843706,-0.974665308,0.005,0.0063,0.011,0.0123,0.0151,0.0175,0.0206,0.0225,0.0253,0.0286,0.0346,,0.4378,0.401,0.5593,0.0448,0.1204,0.0543,0.0755,0.0882,0.1067,0.9902,0.9068,0.9215,0.0584,0.0218,0.0327
0.13775,0.021381555,6.93E-05,-0.018495532,-0.787692616,0.005,0.0102,0.0138,0.0156,0.0197,0.0216,0.0241,0.0256,0.0294,0.0323,0.0394,,0.4262,0.4283,0.7898,0.0495,0.1178,0.0647,0.0768,0.0916,0.1024,0.9492,0.9983,0.8672,0.0288,0.0263,0.0446
0.128159,0.044972115,0.001104779,0.822353012,-0.661828212,0.005,0.0109,0.0164,0.0218,0.0267,0.0329,0.0397,0.0556,0.0819,0.1054,0.111,,0.3645,0.4951,0.7839,0.0415,0.1371,0.0721,0.0832,0.0908,0.1288,0.9512,0.8575,0.9416,0.0434,0.0273,0.0391
0.2097,0.032455215,0.000221043,0.383758134,-0.454816957,0.005,0.0126,0.0188,0.0226,0.027,0.0312,0.0355,0.0397,0.0455,0.0538,0.0718,,0.3708,0.4145,0.7026,0.0371,0.1345,0.0666,0.0851,0.0928,0.1204,0.9269,0.8594,0.9166,0.0454,0.026,0.0581
0.123682,0.017337191,5.65E-05,0.049183192,-0.857941462,0.005,0.0063,0.011,0.0122,0.0149,0.0167,0.0205,0.0214,0.0248,0.0268,0.035,,0.4429,0.425,0.6973,0.0378,0.1263,0.0696,0.0847,0.0889,0.1116,0.8966,0.9808,0.8739,0.0452,0.0478,0.049
0.082782,0.01751029,6.83E-05,0.169604569,-0.882297226,0.005,0.0062,0.0102,0.0112,0.0151,0.0165,0.02,0.022,0.0251,0.029,0.0367,,0.4495,0.4612,0.7616,0.0455,0.1425,0.0707,0.0999,0.1028,0.132,0.9572,0.8635,0.8823,0.0566,0.0285,0.0238
0.15615,0.020185254,6.15E-05,0.019701712,-0.701633877,0.005,0.01,0.0126,0.0154,0.0176,0.0205,0.0222,0.0255,0.0273,0.0311,0.0409,,0.4288,0.4043,0.7234,0.0429,0.1453,0.055,0.0974,0.1079,0.1149,0.9457,0.8304,0.8348,0.0291,0.0417,0.0563
0.174289,0.0223341,0.00010289,0.097411487,-0.857051024,0.005,0.0097,0.0126,0.0162,0.0195,0.0217,0.0257,0.0277,0.0317,0.0364,0.045,,0.3984,0.4162,0.6172,0.0375,0.1269,0.0688,0.076,0.0856,0.1025,0.8004,0.8988,0.9308,0.0341,0.0465,0.0222
0.190345,0.03460683,0.000396131,1.31031199,1.655591379,0.005,0.0147,0.0193,0.0232,0.0266,0.0304,0.0345,0.0387,0.0451,0.063,0.0967,,0.3588,0.442,0.7787,0.0453,0.1133,0.0672,0.0722,0.0854,0.1063,0.9486,0.883,0.9583,0.033,0.0289,0.0562
0.161975,0.020364525,7.50E-05,0.095249513,-0.743133995,0.005,0.0096,0.012,0.0154,0.0174,0.0209,0.0227,0.0253,0.0283,0.0322,0.0433,,0.3812,0.4491,0.7113,0.0396,0.1264,0.0529,0.0714,0.095,0.1108,0.8433,0.9234,0.8309,0.0569,0.0494,0.0262
0.146208,0.017980718,6.16E-05,0.217775242,-0.638806618,0.005,0.0075,0.0108,0.013,0.0158,0.0174,0.0205,0.0217,0.0256,0.0292,0.0381,,0.3927,0.4556,0.7457,0.036,0.1266,0.0445,0.0653,0.0893,0.1042,0.8258,0.9084,0.8993,0.0329,0.0541,0.0494
0.15016,0.02463169,7.95E-05,-0.025024089,-0.477480558,0.005,0.0131,0.016,0.02,0.0215,0.0243,0.0263,0.0299,0.0328,0.0361,0.0461,,0.3546,0.4857,0.877,0.036,0.148,0.0586,0.0719,0.1087,0.1254,0.8161,0.8849,0.9933,0.0585,0.0368,0.0523
0.130086,0.020648102,5.15E-05,-0.241573267,-0.56658238,0.005,0.0113,0.0146,0.0163,0.0198,0.0211,0.0227,0.0254,0.0268,0.0303,0.0354,,0.4373,0.4261,0.8757,0.0461,0.111,0.0687,0.0726,0.0951,0.1003,0.9529,0.8158,0.8135,0.0393,0.0207,0.0294
0.13948,0.01716613,6.45E-05,0.22229379,-0.641472686,0.005,0.0063,0.0098,0.0118,0.0149,0.0166,0.0199,0.0215,0.0252,0.0277,0.0409,,0.408,0.4394,0.5361,0.036,0.1338,0.0482,0.0876,0.0988,0.1222,0.9803,0.8614,0.9212,0.0432,0.0282,0.0458
0.137517,0.024313747,7.48E-05,-0.207973299,-0.506666317,0.005,0.0124,0.0163,0.0196,0.0219,0.0252,0.0269,0.0295,0.0319,0.0358,0.0442,,0.4166,0.4406,0.8911,0.0427,0.1101,0.059,0.0768,0.0903,0.095,0.8689,0.819,0.8816,0.0274,0.0336,0.0444
0.13464,0.022767542,0.000161409,1.043745163,1.876801214,0.005,0.0081,0.0108,0.016,0.0182,0.0209,0.0256,0.028,0.0326,0.038,0.0712,,0.4217,0.4243,0.6137,0.0362,0.1499,0.06,0.0847,0.1048,0.1406,0.8684,0.8123,0.8713,0.0246,0.0233,0.0508
0.186371,0.032896117,0.000129473,-0.399444248,-0.269774061,0.005,0.0164,0.0236,0.0272,0.0309,0.0337,0.0364,0.0392,0.0425,0.0471,0.0559,,0.3858,0.4135,0.9365,0.0469,0.1318,0.0709,0.0794,0.1034,0.1166,0.9916,0.8749,0.9121,0.0304,0.0558,0.0504
0.107904,0.020927059,9.50E-05,0.079628821,-0.852928911,0.005,0.0068,0.0115,0.0152,0.018,0.0212,0.0242,0.0262,0.0304,0.0343,0.043,,0.4341,0.443,0.6088,0.0415,0.1382,0.0698,0.0788,0.1065,0.1217,0.9598,0.9585,0.9586,0.0383,0.0217,0.049
0.14131,0.020352204,5.40E-05,-0.086795302,-0.641330052,0.005,0.0103,0.014,0.0156,0.0188,0.0202,0.0221,0.0249,0.0266,0.0304,0.04,,0.4374,0.4144,0.8033,0.0443,0.1187,0.0538,0.0901,0.092,0.0978,0.8646,0.945,0.8917,0.0422,0.0371,0.0594
0.13269,0.020797329,9.20E-05,0.060320993,-0.866686657,0.005,0.0069,0.0115,0.0152,0.0178,0.0211,0.0242,0.0262,0.0301,0.0338,0.043,,0.3851,0.4785,0.6378,0.0444,0.1454,0.0736,0.0816,0.0929,0.1232,0.9309,0.8183,0.8141,0.0404,0.0403,0.0536
0.107594,0.014699284,4.30E-05,0.112509263,-0.891402629,0.005,0.0058,0.009,0.0104,0.0114,0.0147,0.0158,0.0191,0.0212,0.0241,0.0308,,0.4191,0.4643,0.7015,0.0351,0.1256,0.0518,0.077,0.0815,0.1115,0.8449,0.93,0.9676,0.0556,0.0234,0.0575
0.091302,0.066177966,0.002156739,0.339575758,-1.338240574,0.005,0.0106,0.0195,0.0292,0.0409,0.0574,0.0737,0.0936,0.1289,0.1339,0.1374,,0.4096,0.4917,0.5403,0.0442,0.1393,0.0649,0.0897,0.0914,0.1232,0.9069,0.9002,0.9013,0.0295,0.024,0.0341
0.193421,0.025952778,0.000131388,-0.020017266,-0.825048609,0.005,0.0106,0.0152,0.0196,0.0225,0.0256,0.0294,0.0328,0.0362,0.0417,0.052,,0.3687,0.4261,0.5671,0.0469,0.1303,0.0674,0.0783,0.1009,0.1107,0.9647,0.8885,0.9151,0.0529,0.0587,0.026
0.148668,0.022292461,6.98E-05,-0.062786959,-0.761787323,0.005,0.0109,0.0147,0.0169,0.0201,0.0221,0.0253,0.0273,0.0305,0.0338,0.0406,,0.4176,0.4255,0.7977,0.0393,0.1378,0.0623,0.0815,0.0956,0.1186,0.8765,0.9916,0.925,0.0331,0.0524,0.0246
0.129761,0.025894826,8.14E-05,-0.295628063,-0.41770678,0.005,0.0151,0.0186,0.0209,0.0252,0.0263,0.029,0.0311,0.0351,0.0369,0.045,,0.428,0.4307,0.9177,0.0454,0.1329,0.0682,0.0754,0.0952,0.1146,0.9424,0.9032,0.8355,0.0367,0.0268,0.0324
0.185412,0.021049426,7.75E-05,0.052024267,-0.758509566,0.005,0.01,0.0124,0.0158,0.0188,0.0215,0.0245,0.0261,0.0294,0.0328,0.0439,,0.3964,0.4133,0.6304,0.0366,0.1498,0.0568,0.0698,0.1038,0.1309,0.9189,0.8341,0.9602,0.0556,0.0578,0.0557
0.204437,0.049934991,0.001381342,0.593567308,-1.043494193,0.005,0.0094,0.0152,0.0214,0.0275,0.0353,0.0526,0.0742,0.0894,0.1108,0.131,,0.3634,0.4219,0.6425,0.0426,0.1469,0.0526,0.0734,0.1131,0.1235,0.8438,0.8354,0.8984,0.0282,0.0395,0.0361
0.184948,0.027756503,0.000215491,0.713267564,0.604420787,0.005,0.0098,0.014,0.0196,0.0227,0.026,0.0302,0.0343,0.0394,0.0475,0.0766,,0.3838,0.4255,0.6203,0.0411,0.1324,0.0658,0.0709,0.1055,0.1236,0.8826,0.9058,0.8199,0.0433,0.0453,0.029
0.107866,0.016640073,5.49E-05,0.078577355,-0.928568353,0.005,0.0061,0.0104,0.0118,0.0142,0.0159,0.0195,0.0208,0.0239,0.0269,0.0339,,0.4424,0.4406,0.7096,0.0394,0.1381,0.0627,0.0824,0.1074,0.1128,0.9872,0.9899,0.8479,0.0559,0.0388,0.0576
0.143444,0.022587586,0.000116939,0.23402056,-0.648587049,0.005,0.0097,0.0117,0.0158,0.0194,0.0221,0.0248,0.0283,0.0321,0.0375,0.0512,,0.3819,0.4594,0.5797,0.0465,0.141,0.0655,0.0986,0.1054,0.1325,0.8766,0.8211,0.9411,0.0599,0.0526,0.0204
0.136075,0.022327675,6.61E-05,-0.118832752,-0.709042921,0.005,0.0111,0.0149,0.0172,0.0203,0.0223,0.0253,0.0271,0.0305,0.0333,0.0406,,0.4365,0.4124,0.8305,0.0406,0.1392,0.0627,0.0881,0.09,0.128,0.9484,0.8257,0.9038,0.0549,0.024,0.025
0.153616,0.02515059,8.32E-05,-0.036484526,-0.557441796,0.005,0.0131,0.0166,0.0206,0.022,0.0251,0.0273,0.0307,0.034,0.0365,0.0474,,0.398,0.4363,0.8286,0.0463,0.136,0.0713,0.076,0.0977,0.1147,0.8443,0.9971,0.9331,0.0203,0.0286,0.0584
0.138899,0.016349791,5.58E-05,0.11911737,-0.941661372,0.005,0.006,0.0101,0.0116,0.014,0.0151,0.0192,0.0207,0.0238,0.0267,0.0339,,0.4384,0.4166,0.6575,0.0366,0.1113,0.0503,0.0648,0.0751,0.0971,0.8693,0.8802,0.8681,0.0435,0.0325,0.0357
0.130499,0.0157367,4.93E-05,0.023587693,-1.009337414,0.005,0.0058,0.0095,0.0109,0.0144,0.0155,0.0176,0.0204,0.0223,0.0257,0.0316,,0.4443,0.4183,0.5849,0.045,0.1232,0.0534,0.0663,0.0895,0.1161,0.8431,0.9136,0.8419,0.043,0.047,0.0452
0.124767,0.017139078,6.65E-05,0.227305206,-0.70028374,0.005,0.0062,0.0096,0.0115,0.0146,0.0164,0.0196,0.0215,0.0251,0.0283,0.0403,,0.3801,0.4881,0.5802,0.0381,0.1136,0.0476,0.0667,0.0925,0.0987,0.9306,0.897,0.8319,0.0217,0.0444,0.0552
0.128366,0.022945462,6.90E-05,-0.073295655,-0.560350946,0.005,0.0117,0.0156,0.0184,0.0211,0.023,0.0252,0.0273,0.0307,0.0342,0.043,,0.4183,0.4417,0.8685,0.0464,0.1266,0.0613,0.0694,0.0844,0.1136,0.9359,0.9848,0.9934,0.0415,0.05,0.0564
0.128034,0.018393585,5.59E-05,-0.034295776,-0.889844574,0.005,0.0095,0.0114,0.014,0.0152,0.0194,0.0206,0.0231,0.0255,0.0286,0.0339,,0.437,0.4198,0.7398,0.0475,0.1468,0.0584,0.0829,0.1195,0.1237,0.8288,0.9997,0.9099,0.0491,0.0314,0.0314
0.175506,0.026661558,7.87E-05,-0.65165087,-0.218150474,0.005,0.0145,0.0204,0.0224,0.025,0.0271,0.0305,0.0325,0.0354,0.0366,0.0424,,0.4086,0.41,0.9413,0.0472,0.1285,0.0598,0.0704,0.0908,0.1126,0.8174,0.8366,0.9758,0.0391,0.0452,0.0281
0.179575,0.040038441,0.000229093,-0.042815667,-0.199069674,0.005,0.0207,0.027,0.0324,0.0363,0.04,0.0447,0.0483,0.0527,0.0591,0.0768,,0.3854,0.4207,0.9452,0.0498,0.1458,0.071,0.0878,0.1005,0.1383,0.8799,0.9722,0.998,0.0508,0.0325,0.0308
0.14491,0.02363508,6.32E-05,-0.28226594,-0.412375724,0.005,0.0138,0.0158,0.02,0.0211,0.0252,0.0264,0.0284,0.031,0.0339,0.0412,,0.4139,0.428,0.8755,0.0486,0.1319,0.0561,0.0772,0.1111,0.1153,0.9853,0.8724,0.8974,0.0466,0.0317,0.047
0.111784,0.016702205,5.76E-05,0.079040611,-0.916320736,0.005,0.006,0.0101,0.0117,0.0154,0.0163,0.0195,0.0207,0.025,0.0267,0.0335,,0.4394,0.4416,0.6366,0.0441,0.1332,0.0614,0.0779,0.0926,0.1208,0.9427,0.8476,0.8954,0.0522,0.0488,0.0479
0.125218,0.019750293,9.46E-05,0.443871793,-0.200883943,0.005,0.007,0.0108,0.0143,0.0161,0.0193,0.0217,0.0245,0.0278,0.0332,0.051,,0.3787,0.487,0.7569,0.0384,0.114,0.0549,0.0683,0.0868,0.0912,0.9195,0.8643,0.9375,0.0399,0.0308,0.0447
0.09915,0.019234119,8.45E-05,0.179621248,-0.812262903,0.005,0.0066,0.011,0.0137,0.016,0.0199,0.0219,0.0251,0.0275,0.0318,0.0439,,0.4106,0.4806,0.6485,0.047,0.1274,0.0656,0.0874,0.0889,0.1188,0.968,0.9625,0.8965,0.036,0.0511,0.0411
0.153049,0.024777452,8.03E-05,-0.096316253,-0.697063026,0.005,0.0126,0.0165,0.0198,0.0219,0.0256,0.0267,0.0301,0.033,0.0367,0.045,,0.4265,0.411,0.8035,0.0457,0.1279,0.0648,0.0841,0.0943,0.1138,0.911,0.8844,0.9136,0.0555,0.057,0.0581
0.113654,0.058859916,0.001122354,0.074276784,-1.11325082,0.005,0.0125,0.0237,0.0336,0.048,0.0606,0.0712,0.0788,0.0918,0.1006,0.1329,,0.3787,0.4988,0.8283,0.049,0.1432,0.0584,0.0848,0.1115,0.1308,0.9036,0.837,0.8728,0.0255,0.0232,0.0393
0.196468,0.034456101,0.000344161,1.134592184,1.018735662,0.005,0.0146,0.019,0.0228,0.0268,0.0313,0.0348,0.0389,0.0456,0.0607,0.0875,,0.3628,0.436,0.7929,0.0424,0.1452,0.0625,0.0772,0.1164,0.1308,0.843,0.9707,0.9347,0.0465,0.0471,0.0492
0.148236,0.026097608,8.23E-05,-0.315354834,-0.510326502,0.005,0.0149,0.0186,0.0217,0.0248,0.0262,0.0291,0.0316,0.0348,0.0377,0.0439,,0.4217,0.4198,0.8826,0.0491,0.1229,0.0774,0.0842,0.1035,0.1095,0.8167,0.9658,0.8243,0.0223,0.0458,0.0327
0.104417,0.019377523,8.60E-05,0.229106161,-0.610098654,0.005,0.0067,0.0114,0.0134,0.0156,0.0197,0.0211,0.0249,0.0271,0.032,0.0458,,0.4039,0.4831,0.5365,0.0451,0.1286,0.0582,0.0763,0.1005,0.1143,0.8668,0.8553,0.8378,0.0369,0.0459,0.0392
0.153941,0.020833344,0.000107225,0.383092665,-0.371132287,0.005,0.0071,0.0113,0.0151,0.0168,0.0204,0.0231,0.0263,0.0301,0.0349,0.0532,,0.3589,0.4836,0.5813,0.0368,0.1211,0.0528,0.0683,0.0918,0.1059,0.9326,0.8556,0.8781,0.055,0.0525,0.0483
0.153684,0.024488331,8.11E-05,0.029603283,-0.361225542,0.005,0.0116,0.0157,0.0207,0.0223,0.0245,0.0266,0.0298,0.0325,0.0358,0.0495,,0.3801,0.4568,0.8526,0.045,0.1307,0.055,0.0822,0.0849,0.1122,0.9883,0.8427,0.9778,0.0282,0.055,0.0516
0.087081,0.020170654,6.90E-05,0.170914385,-0.633920695,0.005,0.0098,0.0121,0.0149,0.017,0.0202,0.0213,0.0256,0.0277,0.0316,0.0412,,0.4119,0.4869,0.8743,0.042,0.1426,0.0619,0.0895,0.1124,0.1133,0.8794,0.822,0.8558,0.043,0.0338,0.0528
0.160765,0.029607244,0.000142778,0.217477954,-0.020156992,0.005,0.0143,0.0199,0.0239,0.0265,0.0291,0.0324,0.0354,0.0397,0.0448,0.0616,,0.3643,0.4652,0.9341,0.0407,0.1101,0.0499,0.0698,0.0814,0.0966,0.9376,0.9699,0.9415,0.0494,0.0447,0.041
0.088046,0.01715173,6.37E-05,0.083302396,-0.983069512,0.005,0.0061,0.0105,0.0121,0.0149,0.0167,0.0205,0.0217,0.0256,0.028,0.0357,,0.4254,0.4816,0.5061,0.0495,0.1422,0.0593,0.0796,0.1046,0.1311,0.832,0.8423,0.9102,0.0594,0.042,0.0239
0.169824,0.024150895,7.36E-05,-0.106797131,-0.633806969,0.005,0.0123,0.0161,0.0204,0.0218,0.0246,0.0261,0.0298,0.0323,0.0356,0.0433,,0.4013,0.4196,0.8097,0.0415,0.1151,0.0674,0.0689,0.0897,0.1003,0.9663,0.8465,0.9032,0.0475,0.0575,0.0248
0.144543,0.039048493,0.001017635,1.024247188,-0.252407284,0.005,0.0089,0.0126,0.0174,0.0227,0.0273,0.0338,0.0451,0.0661,0.1005,0.1071,,0.3565,0.4922,0.5743,0.0444,0.1368,0.0539,0.0788,0.1112,0.1129,0.9683,0.8877,0.8184,0.0405,0.0377,0.0379
