Porosity,Mean,Variance,Skew,Kurtosis,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100
0.10965727152294624,0.01798536,6.266753614582532e-05,0.071952313,-0.801416043,0.006683044,0.010811290414612788,0.013286729631538428,0.016039435182124317,0.018034741,0.020369640477757293,0.022169871,0.025846567139783276,0.028693962,0.037918810883910144
0.2075709297885153,0.026005887299943086,0.000105097,-0.018775006,-0.710543512,0.011688260993632049,0.016389043650039924,0.020633017,0.024219832637057112,0.026760976,0.029929635491915005,0.032698388,0.035327190723352185,0.039985830207731096,0.05375123
0.181384248,0.024843853,0.000128142,0.1234338160053577,-0.669208135,0.009717707,0.013493235452554465,0.01838781,0.021961042,0.024635739804351506,0.027343896,0.031705238925482014,0.035103318,0.041291299,0.054799273
