Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Param_9,Param_10,Param_11,Param_12,Param_13,Param_14,Param_15,Porosity,Mean,Variance,Skew,Kurtosis,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100
0.3606,0.4725,0.7764,0.0407,0.1224,0.0578,0.0715,0.0948,0.1064,0.905,0.9702,0.8475,0.0604,0.0626,0.0992,0.159858,0.023167202,8.38e-05,0.072353559,-0.597024139,0.0104,0.0145,0.0176,0.0209,0.0232,0.0255,0.0284,0.0315,0.0356,0.0474
0.3587,0.4405,0.8256,0.0495,0.1195,0.0599,0.0803,0.0882,0.1114,0.9275,0.8654,0.8473,0.0553,0.0646,0.073,0.194558,0.02800765,8.7e-05,-0.196281262,-0.381713119,0.0154,0.0197,0.0227,0.0254,0.0284,0.0312,0.0334,0.0365,0.0405,0.0515
0.4152,0.4711,0.522,0.0497,0.1284,0.0666,0.0907,0.1081,0.1097,0.9063,0.8086,0.9408,0.0675,0.0799,0.0961,0.103816,0.018709479,7.24e-05,0.055224719,-0.909885683,0.0065,0.0105,0.0138,0.0155,0.0192,0.0209,0.0247,0.0263,0.0305,0.0403
0.3559,0.4223,0.5418,0.0402,0.1487,0.0655,0.0902,0.1027,0.1298,0.8905,0.9111,0.8033,0.063,0.0701,0.0833,0.208865,0.026962473,0.000139217,0.033980506,-0.805704439,0.0111,0.0161,0.0204,0.0243,0.0269,0.0306,0.0343,0.0382,0.0429,0.0536
0.3798,0.4065,0.5972,0.0498,0.1116,0.0593,0.0805,0.0937,0.1013,0.9239,0.8789,0.9637,0.0508,0.0541,0.0816,0.207376,0.024220576,9.91e-05,0.024311157,-0.645598655,0.0109,0.0152,0.019,0.021,0.0245,0.0268,0.03,0.0332,0.0372,0.0522
0.3536,0.4987,0.7484,0.0494,0.1443,0.066,0.0768,0.0995,0.1277,0.9497,0.9055,0.99,0.0751,0.0851,0.092,0.138685,0.023620076,0.000109062,0.242824241,-0.619238596,0.0101,0.014,0.0168,0.0206,0.0228,0.0255,0.0293,0.0323,0.0381,0.0472
0.3516,0.458,0.8048,0.0468,0.113,0.0604,0.0799,0.0898,0.0953,0.8107,0.9256,0.968,0.0537,0.0575,0.0614,0.183301,0.026102948,8.44e-05,-0.094078207,-0.552059847,0.0138,0.0176,0.021,0.0241,0.0258,0.029,0.0314,0.0349,0.0381,0.0472
0.3772,0.4769,0.6708,0.0361,0.1443,0.0591,0.0854,0.0951,0.1113,0.9099,0.9316,0.8501,0.0771,0.0772,0.0787,0.137023,0.02007121,8.36e-05,0.191269516,-0.552035751,0.007,0.0107,0.0144,0.0169,0.0205,0.0219,0.0251,0.0281,0.032,0.0472
0.4119,0.4579,0.7158,0.0362,0.1424,0.0616,0.0847,0.0916,0.1209,0.9974,0.9263,0.8771,0.0505,0.07,0.0908,0.116662,0.018108323,6.62e-05,0.055211947,-0.909026741,0.0063,0.0104,0.0121,0.0155,0.0182,0.0205,0.023,0.0255,0.0288,0.0367
0.3635,0.4399,0.7695,0.0358,0.1274,0.0512,0.0763,0.0995,0.1137,0.853,0.835,0.8568,0.0613,0.0821,0.088,0.18877,0.025201559,9.02e-05,0.125610445,-0.450116866,0.0119,0.0162,0.0199,0.0224,0.0248,0.0272,0.0305,0.0335,0.038,0.0512
0.3829,0.4098,0.7072,0.0407,0.1443,0.0542,0.0819,0.0946,0.1222,0.8382,0.8986,0.8141,0.0571,0.0664,0.0979,0.194815,0.024096013,8.89e-05,0.066510149,-0.721766246,0.0107,0.0149,0.0197,0.0212,0.0241,0.0261,0.0297,0.0327,0.0365,0.0469
0.3502,0.4543,0.8124,0.046,0.113,0.0562,0.0731,0.0901,0.0951,0.9193,0.8226,0.8888,0.0594,0.0662,0.0736,0.185108,0.025960294,9.51e-05,0.232824755,-0.159489227,0.0131,0.0173,0.0213,0.023,0.0251,0.028,0.0308,0.034,0.0392,0.057
0.3781,0.4114,0.8972,0.0465,0.133,0.0647,0.0911,0.1096,0.116,0.8617,0.9511,0.8065,0.0518,0.0632,0.0943,0.19952,0.032135153,0.000105939,-0.461423331,-0.138308224,0.0198,0.0247,0.0266,0.0307,0.0338,0.0357,0.0382,0.0414,0.0447,0.0541
0.3827,0.4036,0.7575,0.0483,0.1212,0.0579,0.0763,0.0994,0.1065,0.9852,0.8576,0.921,0.0686,0.0709,0.0761,0.207571,0.026238095,8.12e-05,-0.153372788,-0.556817166,0.014,0.0188,0.0211,0.0243,0.0259,0.0293,0.0316,0.035,0.0378,0.0472
0.3539,0.4752,0.8197,0.0427,0.1443,0.0671,0.0728,0.1001,0.125,0.9751,0.8586,0.9539,0.0515,0.0736,0.0998,0.162206,0.027478195,0.000106884,0.084837126,-0.417835259,0.0133,0.0184,0.0219,0.0241,0.0269,0.0302,0.0336,0.0363,0.0406,0.0568
0.3577,0.4283,0.5167,0.0426,0.1473,0.0582,0.0902,0.0936,0.1246,0.9768,0.9594,0.9307,0.0657,0.0867,0.0954,0.199376,0.025575371,0.000128532,0.123686582,-0.564124418,0.0103,0.0143,0.0201,0.0225,0.025,0.0284,0.0316,0.0354,0.0405,0.0568
0.3705,0.4853,0.5026,0.042,0.1255,0.0588,0.0753,0.0867,0.1111,0.8642,0.9553,0.8565,0.0537,0.0793,0.0794,0.137516,0.019229498,7.98e-05,0.176681256,-0.756885056,0.0066,0.0107,0.0141,0.0158,0.0194,0.0211,0.0248,0.027,0.0318,0.0403
0.3525,0.407,0.8699,0.0412,0.1446,0.0685,0.0716,0.1053,0.1259,0.9514,0.8837,0.9588,0.0684,0.0957,0.096,0.227927,0.037874201,0.000177405,-0.092393919,-0.283816542,0.02,0.0259,0.0311,0.0345,0.0384,0.0417,0.045,0.0491,0.0554,0.068
0.4134,0.4078,0.875,0.0391,0.1421,0.046,0.092,0.0971,0.1176,0.87,0.8851,0.8584,0.0526,0.0759,0.0818,0.169688,0.025535606,7.93e-05,-0.030063021,-0.123844268,0.0144,0.018,0.0204,0.0231,0.0257,0.0274,0.0308,0.0332,0.0363,0.05
0.3947,0.4621,0.7205,0.0406,0.1337,0.0508,0.0798,0.1004,0.1178,0.951,0.9673,0.88,0.0657,0.0677,0.0944,0.128625,0.018605574,7.02e-05,0.211271146,-0.669644918,0.0067,0.0106,0.0137,0.0152,0.0183,0.0212,0.0232,0.0256,0.0307,0.0394
0.3595,0.4525,0.6086,0.0471,0.13,0.0685,0.0811,0.093,0.1172,0.8032,0.9009,0.9432,0.0725,0.076,0.0896,0.177135,0.023936783,0.00010083,-0.08199276,-0.753865112,0.0103,0.0146,0.0182,0.0207,0.0242,0.0269,0.0308,0.0338,0.0364,0.05
0.4056,0.4184,0.8811,0.0445,0.1254,0.0626,0.0754,0.1003,0.1141,0.908,0.894,0.8966,0.0683,0.0918,0.0965,0.16813,0.02901384,9.25e-05,-0.32646244,-0.321566293,0.0159,0.0205,0.024,0.0264,0.0299,0.0321,0.0357,0.0374,0.0408,0.051
0.3669,0.4078,0.6662,0.0449,0.1394,0.0655,0.091,0.0953,0.1169,0.8705,0.8047,0.9482,0.0609,0.0731,0.0983,0.214896,0.027126081,0.000102581,-0.051565699,-0.709485954,0.014,0.0174,0.0204,0.0243,0.0269,0.0307,0.0336,0.0363,0.0403,0.0497
0.3656,0.4965,0.8129,0.0464,0.1436,0.0584,0.0765,0.1101,0.1245,0.9649,0.9182,0.9809,0.0856,0.0881,0.0916,0.123321,0.022818819,9.09e-05,0.287012129,-0.352592896,0.0105,0.0144,0.0162,0.0209,0.0225,0.0249,0.0271,0.0312,0.0355,0.0495
0.4093,0.4643,0.7561,0.0367,0.1249,0.061,0.0742,0.0979,0.1031,0.9968,0.8142,0.8972,0.0529,0.0592,0.065,0.117943,0.016669997,5.04e-05,0.065081555,-0.836129672,0.0063,0.0107,0.012,0.0143,0.0159,0.0195,0.0207,0.0234,0.0263,0.0339
0.3993,0.4756,0.9065,0.0362,0.1498,0.0585,0.0795,0.0912,0.1261,0.867,0.8801,0.8864,0.0523,0.0616,0.0979,0.119052,0.024771096,8.12e-05,-0.038042841,-0.449986697,0.0131,0.0162,0.0201,0.0217,0.0244,0.0264,0.03,0.0329,0.0363,0.0461
0.4176,0.4972,0.5786,0.0477,0.128,0.061,0.0674,0.0916,0.1096,0.807,0.9671,0.8692,0.058,0.0583,0.0798,0.07542,0.014373993,4.36e-05,0.138054033,-0.954671077,0.0057,0.0068,0.0101,0.0111,0.0144,0.0155,0.0186,0.0209,0.0237,0.0304
0.3616,0.481,0.7092,0.0418,0.1289,0.0637,0.083,0.0859,0.0999,0.8828,0.8062,0.8518,0.0581,0.0642,0.0771,0.15131,0.022527617,9.92e-05,0.135933865,-0.740927195,0.0098,0.0132,0.0159,0.0203,0.0217,0.0252,0.028,0.0317,0.0361,0.0474
0.4121,0.4867,0.8483,0.0463,0.1481,0.0827,0.0832,0.1043,0.1182,0.9709,0.8258,0.9511,0.0591,0.0843,0.086,0.09752,0.021984962,7.33e-05,0.02225589,-0.70042818,0.0105,0.0144,0.0165,0.0199,0.0217,0.025,0.0265,0.0301,0.034,0.0406
0.419,0.4117,0.7078,0.0479,0.1408,0.0659,0.0699,0.113,0.1233,0.9443,0.8617,0.9156,0.0797,0.0835,0.0918,0.161954,0.023715805,9.29e-05,-0.038702518,-0.86112436,0.0112,0.0154,0.0174,0.0206,0.025,0.0269,0.0299,0.0326,0.0364,0.0447
0.3966,0.4958,0.79,0.0441,0.1191,0.0635,0.0793,0.0879,0.1094,0.929,0.9568,0.9054,0.0576,0.0588,0.0925,0.100616,0.018915195,7.37e-05,0.182803925,-0.702607143,0.0067,0.0108,0.0141,0.0157,0.0193,0.0209,0.0247,0.0265,0.0309,0.0406
0.3725,0.4276,0.5482,0.0435,0.1407,0.0641,0.0663,0.1028,0.1272,0.978,0.9089,0.8158,0.0639,0.0833,0.0881,0.195637,0.023114245,9.58e-05,-0.069185973,-0.813065332,0.0105,0.0136,0.0168,0.0205,0.0233,0.0255,0.0294,0.0324,0.0357,0.0461
0.3721,0.4321,0.8287,0.0496,0.1312,0.0694,0.0786,0.0885,0.1121,0.9224,0.8816,0.9234,0.0656,0.0694,0.0968,0.189823,0.03089369,0.000112236,-0.1653837,-0.499220172,0.0162,0.0218,0.0244,0.028,0.0317,0.0344,0.0371,0.0403,0.0445,0.0566
0.3878,0.4808,0.848,0.0422,0.1375,0.0561,0.0838,0.1162,0.1192,0.8481,0.9748,0.8526,0.0684,0.0841,0.0843,0.118837,0.020956621,5.99e-05,-0.088268012,-0.684035509,0.0102,0.0138,0.0157,0.0198,0.0213,0.0234,0.0258,0.0275,0.0311,0.0391
0.3571,0.4422,0.6849,0.0473,0.1203,0.0592,0.0704,0.088,0.1077,0.8076,0.8688,0.8337,0.0572,0.0607,0.0696,0.197536,0.025813879,0.00011846,0.216705204,-0.511642179,0.0114,0.016,0.0201,0.0219,0.0259,0.0285,0.0315,0.0353,0.0407,0.0536
0.3707,0.4871,0.8286,0.0469,0.1389,0.0761,0.0934,0.0998,0.1047,0.9296,0.8011,0.8307,0.0756,0.077,0.0893,0.135563,0.02472711,8.8e-05,0.036013324,-0.677926672,0.0125,0.0152,0.0198,0.0213,0.0243,0.0266,0.0302,0.0337,0.0373,0.0461
0.3949,0.4612,0.8754,0.0466,0.1115,0.0585,0.0724,0.0912,0.102,0.9494,0.831,0.8407,0.0509,0.0796,0.0911,0.136956,0.022266013,5.99e-05,-0.199771094,-0.530183643,0.0113,0.0151,0.018,0.0203,0.0224,0.0251,0.0264,0.0296,0.0325,0.0403
0.4062,0.4025,0.7423,0.0418,0.1269,0.0624,0.066,0.096,0.1145,0.8862,0.9315,0.9884,0.0774,0.0893,0.0986,0.186765,0.023586633,7.17e-05,-0.062867207,-0.607539676,0.0118,0.0157,0.0193,0.0213,0.0241,0.0256,0.0281,0.0315,0.0352,0.0427
0.3879,0.4083,0.6425,0.0393,0.1135,0.0496,0.0731,0.0964,0.0988,0.8911,0.9991,0.9512,0.0575,0.062,0.077,0.196532,0.021320507,7.69e-05,0.101433535,-0.505546017,0.0101,0.0136,0.0155,0.0196,0.0218,0.025,0.0263,0.0291,0.0331,0.0492
0.4007,0.4318,0.5218,0.0441,0.1478,0.0593,0.0678,0.0958,0.1324,0.969,0.8326,0.9648,0.0716,0.0755,0.0764,0.157176,0.019964668,7.66e-05,-0.021011072,-0.878939879,0.0072,0.0112,0.0146,0.0171,0.02,0.0224,0.0253,0.0276,0.0317,0.04
0.3825,0.4539,0.6782,0.045,0.1337,0.0581,0.07,0.1096,0.1159,0.8495,0.9187,0.8489,0.0574,0.0592,0.0668,0.156884,0.02074729,7.92e-05,0.141261779,-0.580022771,0.0096,0.0111,0.015,0.0185,0.0209,0.0232,0.0255,0.0287,0.0322,0.0472
0.4064,0.4787,0.8043,0.0388,0.1418,0.0622,0.0863,0.0957,0.1353,0.9795,0.9122,0.8804,0.078,0.0802,0.0805,0.107285,0.019341746,6.89e-05,0.107399607,-0.757530015,0.009,0.0114,0.0147,0.0161,0.0202,0.0214,0.0242,0.0266,0.0307,0.0424
0.3935,0.4039,0.524,0.0457,0.1119,0.0524,0.077,0.0852,0.0947,0.8499,0.9756,0.9569,0.0593,0.0636,0.0936,0.196201,0.020561672,7.67e-05,-0.046260333,-0.843494019,0.0091,0.0119,0.0155,0.0181,0.0211,0.0238,0.0257,0.0289,0.0326,0.043
0.3515,0.4378,0.5124,0.0452,0.1259,0.0575,0.0773,0.0828,0.1117,0.9854,0.8497,0.8501,0.0642,0.0714,0.0836,0.203902,0.022181413,9.2e-05,-0.032136032,-0.823946622,0.0096,0.0126,0.0161,0.0208,0.0223,0.0255,0.0278,0.0311,0.035,0.0439
0.3622,0.4523,0.7256,0.039,0.1375,0.0461,0.0885,0.1111,0.1221,0.9048,0.8739,0.8456,0.0618,0.0721,0.0751,0.175737,0.023483328,9.56e-05,0.208075563,-0.520985376,0.0106,0.0146,0.0171,0.0213,0.023,0.0256,0.0289,0.0323,0.0364,0.0495
0.4113,0.4182,0.5967,0.0478,0.1267,0.0624,0.0826,0.091,0.118,0.9019,0.8562,0.8197,0.0554,0.0557,0.0666,0.164088,0.020719647,8.09e-05,0.021360603,-0.820976449,0.0091,0.0118,0.0153,0.0178,0.021,0.0236,0.0255,0.0292,0.0328,0.0424
0.4051,0.4965,0.6985,0.0378,0.1192,0.0508,0.0816,0.0908,0.1055,0.908,0.9519,0.836,0.0556,0.0662,0.0754,0.092567,0.015158651,5.27e-05,0.330486301,-0.591206099,0.0059,0.0098,0.0106,0.0113,0.0151,0.0161,0.0196,0.0212,0.025,0.0367
0.4049,0.4764,0.6683,0.047,0.1378,0.0624,0.0746,0.0948,0.1197,0.8865,0.946,0.9157,0.0569,0.0892,0.099,0.107981,0.01837807,7.04e-05,0.089918161,-0.779188856,0.0066,0.0108,0.0126,0.0159,0.0186,0.0213,0.0238,0.0258,0.0302,0.0433
0.3527,0.4585,0.6186,0.0386,0.1256,0.0663,0.0674,0.0985,0.1119,0.8818,0.9079,0.8778,0.0633,0.0753,0.0911,0.178165,0.024484068,0.000118149,0.125238171,-0.631075351,0.0107,0.0153,0.0178,0.0215,0.0252,0.0269,0.0307,0.0349,0.0397,0.0543
0.4025,0.4648,0.5041,0.0494,0.1123,0.0648,0.0744,0.0858,0.0947,0.9231,0.8096,0.9785,0.0587,0.0692,0.0842,0.124748,0.01792266,6.45e-05,0.036867034,-0.919734952,0.0062,0.0111,0.0124,0.0153,0.0179,0.0208,0.0225,0.0257,0.0286,0.0354
0.3783,0.4546,0.8269,0.04,0.1308,0.0596,0.0747,0.0926,0.1164,0.891,0.8013,0.8582,0.0591,0.069,0.0964,0.162124,0.024755629,7.79e-05,-0.081094389,-0.548641248,0.0126,0.0165,0.0204,0.0221,0.0254,0.0274,0.03,0.0327,0.0363,0.0482
0.3512,0.4921,0.883,0.0472,0.125,0.0562,0.0777,0.093,0.1113,0.8668,0.9669,0.8025,0.0763,0.0788,0.0914,0.150666,0.025610011,8.26e-05,-0.08340977,-0.474018146,0.0142,0.0171,0.0214,0.023,0.0255,0.0277,0.031,0.0341,0.0374,0.0495
0.4125,0.4759,0.9371,0.0385,0.1298,0.0614,0.0802,0.0878,0.1075,0.9223,0.854,0.803,0.0675,0.0771,0.0972,0.102742,0.021993749,6.02e-05,-0.225442681,-0.522712308,0.0109,0.0147,0.0175,0.0208,0.0219,0.0248,0.0264,0.0288,0.0319,0.0391
0.3691,0.4154,0.8591,0.0458,0.12,0.0597,0.0757,0.0924,0.0966,0.8568,0.9776,0.9962,0.0732,0.0837,0.0986,0.209305,0.029824628,9.55e-05,-0.266424532,-0.125979783,0.016,0.0216,0.0249,0.0272,0.0306,0.0326,0.0354,0.0379,0.0422,0.0552
0.4078,0.4046,0.8339,0.0458,0.1392,0.0561,0.0798,0.1075,0.1279,0.8995,0.9726,0.9858,0.0773,0.0909,0.0998,0.173631,0.026434827,8.51e-05,-0.066067333,-0.388733774,0.0144,0.0188,0.0218,0.0251,0.0264,0.0288,0.0319,0.0349,0.0384,0.0492
0.383,0.4859,0.6963,0.0448,0.119,0.059,0.0684,0.0787,0.1037,0.9838,0.9502,0.9179,0.0549,0.0631,0.0814,0.125454,0.018213506,6.69e-05,0.156809444,-0.595758711,0.0067,0.0108,0.0126,0.0157,0.018,0.0208,0.0226,0.0253,0.0287,0.0427
0.3636,0.468,0.7217,0.047,0.1287,0.0607,0.0802,0.0973,0.1091,0.8177,0.9504,0.9744,0.0687,0.0808,0.0854,0.162142,0.022980809,8.67e-05,0.061072,-0.630905892,0.0101,0.014,0.0169,0.0205,0.0229,0.0252,0.028,0.0317,0.0354,0.0464
0.3891,0.4261,0.8847,0.0467,0.1179,0.0528,0.0715,0.1028,0.1104,0.9743,0.8484,0.8549,0.0526,0.0607,0.0932,0.179184,0.026145813,7.73e-05,-0.275178785,-0.332646881,0.0143,0.0199,0.0214,0.0246,0.0261,0.0291,0.0314,0.0347,0.0367,0.0474
0.3577,0.4013,0.712,0.0498,0.1214,0.0609,0.0779,0.0873,0.1112,0.9613,0.8369,0.9503,0.0609,0.0738,0.0818,0.233332,0.029041216,0.000103484,-0.075593363,-0.582879178,0.0157,0.0203,0.0239,0.0264,0.0294,0.0325,0.0351,0.038,0.0423,0.0534
0.3748,0.4672,0.5787,0.0375,0.1288,0.0536,0.0719,0.0912,0.1165,0.8284,0.9516,0.9511,0.0563,0.0798,0.0904,0.152432,0.020079735,9.1e-05,0.332710642,-0.362192473,0.007,0.0109,0.0145,0.0163,0.0194,0.022,0.0249,0.028,0.0331,0.0497
0.3751,0.4863,0.6285,0.0367,0.1192,0.0516,0.0788,0.0859,0.1005,0.9022,0.9985,0.8093,0.0543,0.0788,0.0872,0.128652,0.016409128,5.59e-05,0.110618614,-0.919551423,0.006,0.0101,0.0116,0.0141,0.0154,0.0194,0.0207,0.0238,0.0268,0.0339
0.3805,0.4188,0.7159,0.0362,0.1222,0.0547,0.0563,0.0846,0.1079,0.8533,0.8034,0.8369,0.0584,0.0822,0.0862,0.195253,0.022270421,6.99e-05,-0.039117872,-0.630712608,0.0112,0.0152,0.0166,0.021,0.0222,0.0252,0.0269,0.0302,0.0331,0.0439
0.3799,0.4104,0.902,0.0405,0.1211,0.0622,0.0716,0.0789,0.1171,0.8784,0.8296,0.9022,0.0573,0.0832,0.0839,0.200691,0.030450839,0.000104679,-0.336298149,-0.308762319,0.0166,0.0213,0.0255,0.0283,0.0313,0.0342,0.0366,0.0396,0.0433,0.0532
0.4019,0.4768,0.6659,0.0426,0.1113,0.0509,0.0656,0.0888,0.1006,0.8083,0.9563,0.9012,0.0509,0.0524,0.0673,0.113065,0.015081846,4.62e-05,0.138036597,-0.837758585,0.0058,0.0093,0.0108,0.0124,0.0153,0.0167,0.0201,0.0213,0.0244,0.032
0.3785,0.4653,0.5638,0.0474,0.1139,0.0586,0.0708,0.0921,0.0961,0.9003,0.8036,0.8902,0.0722,0.0764,0.0953,0.149409,0.02034859,8.44e-05,0.064303795,-0.767075372,0.0074,0.012,0.0142,0.0173,0.0204,0.0232,0.026,0.0286,0.0326,0.0458
0.3601,0.419,0.5301,0.0489,0.1114,0.0622,0.0735,0.0874,0.0932,0.9483,0.8022,0.9916,0.0579,0.0582,0.0608,0.216043,0.022781612,9.36e-05,0.001160298,-0.773535655,0.01,0.0139,0.0158,0.0207,0.0224,0.026,0.0286,0.0317,0.0353,0.0485
0.4009,0.4815,0.8895,0.0441,0.1286,0.0528,0.0811,0.0992,0.1137,0.9492,0.9052,0.8744,0.0582,0.0814,0.0856,0.107522,0.020744008,6.07e-05,0.149831256,-0.255404936,0.0112,0.0152,0.0164,0.0191,0.0205,0.0223,0.0256,0.0268,0.0307,0.045
0.3648,0.4332,0.8352,0.0428,0.1151,0.0563,0.0774,0.0875,0.1005,0.8123,0.9689,0.8365,0.0841,0.0953,0.0974,0.197531,0.026065207,7.88e-05,-0.241026257,-0.540892077,0.0136,0.0184,0.0209,0.0237,0.0261,0.0292,0.0316,0.0344,0.0371,0.0453
0.4174,0.4975,0.8446,0.0452,0.1456,0.0714,0.0819,0.0993,0.1143,0.9211,0.8657,0.9355,0.0523,0.0631,0.0911,0.06986,0.018143883,7.08e-05,0.188115951,-0.82258738,0.0065,0.0103,0.012,0.0151,0.0173,0.0202,0.0229,0.0259,0.0304,0.0403
0.3804,0.427,0.5256,0.0429,0.1234,0.0658,0.0702,0.093,0.1096,0.8866,0.9245,0.8075,0.0515,0.0558,0.0711,0.189146,0.022499486,9.73e-05,0.063345141,-0.705199284,0.0095,0.0133,0.0161,0.0202,0.022,0.0249,0.0276,0.0316,0.0357,0.0464
0.4133,0.4757,0.8416,0.0387,0.1317,0.0587,0.0719,0.084,0.1109,0.8852,0.9336,0.972,0.0534,0.0603,0.081,0.101622,0.017447865,4.69e-05,-0.015538753,-0.821623021,0.0093,0.0109,0.0138,0.0154,0.0167,0.0202,0.0212,0.0244,0.0271,0.0324
0.3902,0.4043,0.8384,0.0434,0.1259,0.0671,0.0859,0.0926,0.1123,0.9722,0.9438,0.9949,0.0508,0.0631,0.0724,0.195812,0.031116784,0.000122887,-0.082177985,-0.582023897,0.0161,0.0216,0.0247,0.0275,0.0312,0.0343,0.0375,0.0411,0.0455,0.0559
0.4194,0.4779,0.5613,0.0355,0.1437,0.0566,0.0833,0.088,0.1336,0.9477,0.8332,0.9213,0.063,0.0768,0.0832,0.094007,0.015643012,5.59e-05,0.283386679,-0.658924788,0.006,0.01,0.0109,0.0126,0.0157,0.0172,0.0204,0.0217,0.0259,0.0377
0.3664,0.4509,0.6289,0.0381,0.1458,0.0483,0.0694,0.1145,0.1198,0.864,0.9654,0.8364,0.0517,0.0596,0.062,0.170818,0.019050136,7.41e-05,0.320120513,-0.178062045,0.0071,0.0109,0.0144,0.0159,0.0189,0.0207,0.0232,0.0262,0.0309,0.05
0.3639,0.4165,0.5002,0.0499,0.1215,0.0718,0.0818,0.1046,0.1084,0.9169,0.8295,0.9943,0.0542,0.0727,0.097,0.212663,0.025842561,0.000116556,-0.121114111,-0.774004399,0.0109,0.0156,0.0199,0.0235,0.0259,0.0294,0.0324,0.0358,0.0398,0.0522
0.3738,0.4968,0.9231,0.043,0.1358,0.0602,0.0714,0.099,0.1266,0.9399,0.8767,0.9768,0.0816,0.0864,0.0946,0.121085,0.025666888,8.48e-05,-0.098339928,-0.432560741,0.014,0.0179,0.021,0.0238,0.0259,0.0281,0.0307,0.0339,0.038,0.0482
0.3728,0.4879,0.8432,0.0479,0.1351,0.0615,0.0786,0.1012,0.1122,0.9104,0.8275,0.895,0.0536,0.0764,0.0772,0.133218,0.024879391,9.36e-05,0.144117382,-0.514659718,0.0115,0.0156,0.019,0.0214,0.0245,0.0269,0.0306,0.0338,0.0377,0.0497
0.4156,0.4454,0.7134,0.0467,0.1203,0.0691,0.0728,0.0876,0.1077,0.9673,0.9827,0.9768,0.0539,0.0548,0.0845,0.1288,0.020278806,7.95e-05,0.12236013,-0.697925785,0.0089,0.0115,0.0149,0.0173,0.0205,0.0223,0.0253,0.0282,0.0321,0.0415
0.3692,0.4995,0.9066,0.037,0.1319,0.0473,0.0601,0.0853,0.1215,0.8056,0.9921,0.9066,0.0529,0.081,0.0844,0.12028,0.019462083,5.06e-05,-0.024403708,-0.481679192,0.01,0.0133,0.015,0.0171,0.0206,0.0216,0.0237,0.0254,0.0287,0.0394
0.4148,0.4718,0.9375,0.0373,0.1198,0.0699,0.0719,0.0834,0.1058,0.8354,0.8957,0.9561,0.0634,0.0646,0.0748,0.109137,0.022955818,6.56e-05,-0.254862013,-0.414691846,0.0114,0.0156,0.0199,0.0211,0.0233,0.0254,0.027,0.0307,0.0333,0.0418
0.3728,0.4906,0.6397,0.0407,0.1371,0.0501,0.071,0.1103,0.1256,0.8911,0.8655,0.8028,0.0624,0.0769,0.0793,0.126344,0.018579874,7.8e-05,0.356727937,-0.303363834,0.0066,0.0102,0.0132,0.0153,0.0187,0.021,0.0233,0.0259,0.0306,0.0474
0.3878,0.4215,0.9058,0.0417,0.1376,0.0595,0.0625,0.1065,0.1241,0.8004,0.8516,0.8967,0.0562,0.0754,0.0941,0.180693,0.028426382,8.84e-05,-0.401165538,-0.293466056,0.0153,0.0209,0.0246,0.0264,0.029,0.0314,0.0343,0.0369,0.0406,0.0482
0.3661,0.4899,0.6197,0.039,0.1235,0.0576,0.0853,0.0897,0.1023,0.8075,0.8673,0.9589,0.055,0.0657,0.0919,0.135152,0.01845259,7.49e-05,0.228337808,-0.660749473,0.0065,0.0104,0.0133,0.0154,0.0182,0.0206,0.0236,0.0261,0.0308,0.0406
0.3887,0.4033,0.7221,0.0494,0.1421,0.0656,0.0883,0.0999,0.129,0.9522,0.9762,0.9751,0.0584,0.0637,0.0874,0.199317,0.029742657,0.000124942,0.038987456,-0.602734681,0.0142,0.0208,0.023,0.0258,0.0297,0.033,0.0361,0.0399,0.0443,0.057
0.3738,0.4281,0.9356,0.0398,0.1412,0.0583,0.0843,0.0872,0.1189,0.969,0.9346,0.8889,0.0565,0.0657,0.068,0.18769,0.032564204,0.000135901,-0.245238573,-0.296274139,0.0162,0.023,0.0264,0.0303,0.0339,0.0362,0.0399,0.0428,0.0471,0.0587
0.3655,0.4686,0.8123,0.0458,0.1292,0.0583,0.0804,0.0852,0.1073,0.8061,0.8881,0.8432,0.0606,0.0804,0.0864,0.15169,0.024255764,8.61e-05,0.055728981,-0.651909894,0.0109,0.0152,0.0199,0.0213,0.0244,0.026,0.0297,0.0323,0.0367,0.0472
0.3778,0.4142,0.602,0.0461,0.144,0.083,0.0921,0.1127,0.1167,0.9841,0.8971,0.8222,0.056,0.0894,0.0975,0.200723,0.028207167,0.000132753,-0.092114898,-0.82367999,0.0119,0.0168,0.0212,0.0254,0.0287,0.0322,0.0355,0.0392,0.0433,0.0532
0.3837,0.4874,0.7003,0.0404,0.1314,0.0544,0.0598,0.0985,0.1202,0.8457,0.8832,0.8348,0.0674,0.0876,0.0943,0.116819,0.018168015,6.96e-05,0.137649743,-0.775940893,0.0064,0.0101,0.0128,0.0149,0.0181,0.0209,0.0227,0.0258,0.0294,0.0391
0.3556,0.4644,0.7774,0.0425,0.1379,0.0576,0.0824,0.1016,0.1162,0.8377,0.8427,0.9304,0.0797,0.0803,0.0808,0.170952,0.025233805,9.75e-05,0.162686585,-0.509010263,0.0115,0.0158,0.0193,0.0217,0.0248,0.0271,0.0311,0.0344,0.0388,0.05
0.4135,0.4658,0.5818,0.0395,0.1448,0.0607,0.0909,0.1102,0.1319,0.8678,0.8714,0.9923,0.0639,0.0681,0.0764,0.113999,0.017813456,6.64e-05,0.138615002,-0.765988399,0.0063,0.0106,0.0116,0.0158,0.0175,0.0206,0.0222,0.0257,0.0288,0.0381
