Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Param_9,Param_10,Param_11,Param_12,Param_13,Param_14,Param_15,Porosity,Mean,Variance,Skew,Kurtosis,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100
0.4029,0.4291,0.8354,0.0399,0.1426,0.0639,0.0649,0.1192,0.1321,0.9856,0.8685,0.8051,0.0807,0.0874,0.0933,0.155468,0.022703882,5.92e-05,-0.2144815,-0.5342776,0.0118,0.0154,0.0193,0.0207,0.0233,0.0255,0.0272,0.0302,0.0328,0.0406
0.4062,0.4994,0.9116,0.042,0.1367,0.0622,0.0803,0.0921,0.1318,0.9402,0.8546,0.995,0.0648,0.0674,0.0743,0.08191,0.019301579,5.1e-05,-0.047457,-0.6667955,0.0107,0.0124,0.0151,0.0169,0.0201,0.0213,0.0238,0.0259,0.0286,0.0354
0.3757,0.4974,0.7254,0.0491,0.1355,0.0681,0.0788,0.1024,0.1086,0.9587,0.8778,0.8971,0.0805,0.0815,0.0876,0.113192,0.01989663,8.13e-05,0.13194457,-0.7589759,0.0075,0.0113,0.0148,0.0164,0.0205,0.0217,0.0248,0.0275,0.0322,0.0424
0.4067,0.4778,0.5319,0.0409,0.1379,0.0553,0.0809,0.1035,0.121,0.8471,0.9324,0.88,0.0538,0.0556,0.083,0.111008,0.017349192,6.27e-05,0.07712788,-0.8946636,0.0062,0.0102,0.0112,0.0152,0.0167,0.0199,0.0218,0.0249,0.0275,0.0367
0.4174,0.4204,0.5794,0.0364,0.1208,0.0611,0.0694,0.1045,0.1113,0.8099,0.8911,0.9398,0.0905,0.093,0.0964,0.153213,0.018533664,6.6e-05,-0.025677,-0.9001667,0.0064,0.0106,0.0146,0.0158,0.0194,0.0208,0.0241,0.0256,0.0292,0.0367
0.4154,0.4116,0.553,0.0453,0.1227,0.0697,0.0715,0.0949,0.1078,0.9876,0.8914,0.8933,0.073,0.0832,0.0866,0.166536,0.021092256,8.81e-05,-0.0077762,-0.9191084,0.0086,0.0116,0.0151,0.0189,0.0208,0.0247,0.0262,0.0305,0.0339,0.0403
0.3962,0.4867,0.9478,0.0358,0.141,0.0458,0.0709,0.1057,0.1262,0.8976,0.8232,0.8398,0.0551,0.0607,0.0927,0.098751,0.02127865,6.16e-05,-0.1815208,-0.5321571,0.0104,0.0145,0.0166,0.0197,0.0211,0.0246,0.0258,0.0282,0.0316,0.0403
0.3853,0.4961,0.5166,0.0427,0.1313,0.0714,0.0738,0.0844,0.1104,0.8463,0.8341,0.8523,0.0703,0.0873,0.0935,0.108783,0.02041661,9.3e-05,0.160785631,-0.8451328,0.0068,0.0113,0.0149,0.0166,0.0205,0.0227,0.0256,0.0299,0.034,0.0427
0.4152,0.4264,0.7233,0.048,0.1494,0.0694,0.0923,0.1128,0.1244,0.9625,0.8192,0.9329,0.054,0.064,0.0673,0.149027,0.023156934,8.79e-05,0.0961361,-0.6841756,0.0114,0.0139,0.0171,0.0202,0.0223,0.0256,0.0284,0.032,0.0358,0.0456
0.3548,0.4513,0.7783,0.0404,0.1319,0.0624,0.0818,0.0879,0.112,0.9624,0.9591,0.8234,0.0733,0.0782,0.0797,0.188129,0.026882638,9.62e-05,-0.0472678,-0.6621051,0.0147,0.0175,0.0208,0.0244,0.0267,0.03,0.0329,0.0357,0.0401,0.0524
0.3552,0.4583,0.5267,0.0365,0.1136,0.0453,0.0623,0.0823,0.0912,0.8866,0.827,0.8065,0.0541,0.0559,0.0683,0.182424,0.01836233,6.8e-05,0.141038501,-0.6535293,0.0066,0.0107,0.0142,0.0154,0.0191,0.0207,0.0229,0.0258,0.0294,0.0415
0.4184,0.4032,0.6928,0.0359,0.1409,0.0606,0.0784,0.0871,0.1191,0.8311,0.9253,0.985,0.0524,0.0815,0.0892,0.166383,0.020113965,6.19e-05,-0.0439701,-0.7577333,0.0103,0.0115,0.0157,0.0176,0.0205,0.0219,0.0253,0.027,0.0308,0.0377
0.407,0.4095,0.9056,0.0454,0.1407,0.0648,0.0852,0.086,0.1174,0.9316,0.9438,0.9453,0.0709,0.0802,0.0907,0.173569,0.031518707,0.00010697,-0.4202716,-0.1864096,0.0178,0.0228,0.0258,0.0295,0.0324,0.035,0.0378,0.0407,0.0442,0.057
0.3767,0.4857,0.8721,0.0409,0.1243,0.0722,0.0794,0.0941,0.1119,0.8987,0.8479,0.8465,0.0503,0.0733,0.084,0.131839,0.025978867,9.38e-05,-0.0410054,-0.7112395,0.0135,0.0167,0.0207,0.0229,0.0255,0.0288,0.0317,0.0356,0.0388,0.0472
0.3721,0.418,0.6596,0.0416,0.1169,0.0557,0.0754,0.0863,0.0911,0.9458,0.8306,0.8566,0.0533,0.0664,0.0845,0.203451,0.02235021,7.6e-05,-0.0244623,-0.6926273,0.0109,0.015,0.0169,0.0207,0.0222,0.025,0.027,0.0309,0.0338,0.0433
0.3821,0.4539,0.6987,0.0376,0.1326,0.0612,0.0654,0.0841,0.1149,0.8902,0.8531,0.8503,0.0526,0.0709,0.0772,0.157653,0.021011161,8.2e-05,0.157961358,-0.6629482,0.0102,0.0128,0.0148,0.018,0.0206,0.0233,0.0254,0.0297,0.0335,0.0461
0.3832,0.4745,0.5584,0.048,0.1319,0.0771,0.0924,0.1075,0.1119,0.8351,0.9405,0.8141,0.0525,0.0582,0.0903,0.130064,0.021436509,9.44e-05,0.041830566,-0.8702768,0.0089,0.0119,0.0157,0.0189,0.0215,0.0246,0.0267,0.0311,0.0345,0.0433
0.3733,0.4591,0.7761,0.0452,0.1304,0.0662,0.0789,0.1017,0.1262,0.8878,0.9488,0.93,0.0567,0.072,0.0876,0.153584,0.024708684,9.21e-05,0.09741458,-0.6263232,0.0111,0.0157,0.0199,0.0217,0.0251,0.027,0.03,0.0333,0.0375,0.0482
0.3632,0.4445,0.6731,0.037,0.144,0.0602,0.0808,0.1002,0.1129,0.9865,0.9807,0.8853,0.0535,0.0615,0.0766,0.181827,0.024469644,0.00010974,0.240200772,-0.3848465,0.0108,0.0151,0.0187,0.0211,0.0241,0.0266,0.0303,0.0332,0.0376,0.0512
0.3502,0.4044,0.5808,0.0492,0.1396,0.0624,0.0803,0.1164,0.1192,0.8871,0.859,0.9833,0.0511,0.0663,0.0664,0.23197,0.027073602,0.00012198,0.09030591,-0.6511034,0.0117,0.0158,0.0209,0.0236,0.0265,0.0303,0.0333,0.0371,0.0419,0.0552
0.3719,0.41,0.7478,0.0447,0.1295,0.0592,0.0821,0.0941,0.1176,0.8921,0.8568,0.9747,0.0533,0.0559,0.0804,0.210302,0.02680787,9.07e-05,-0.0596518,-0.5548991,0.0147,0.0183,0.021,0.0245,0.0265,0.0297,0.0325,0.0354,0.0391,0.0522
0.3786,0.4269,0.6014,0.0436,0.1125,0.0557,0.0731,0.0758,0.1022,0.986,0.8085,0.8228,0.0793,0.0891,0.0988,0.188143,0.01920431,6.35e-05,-0.0968245,-0.8940861,0.0098,0.0109,0.0149,0.0162,0.0199,0.0215,0.0245,0.0262,0.0298,0.0367
0.3705,0.4873,0.7525,0.0414,0.1475,0.0764,0.0798,0.1204,0.1317,0.9387,0.9442,0.9757,0.0546,0.0592,0.0736,0.131687,0.02767068,0.00017009,0.276618681,-0.5033405,0.011,0.0151,0.0202,0.0248,0.027,0.0311,0.0345,0.0391,0.0459,0.0618
0.3829,0.4056,0.7486,0.0437,0.1182,0.0541,0.0783,0.0869,0.1014,0.9388,0.8161,0.923,0.0554,0.0734,0.096,0.204637,0.025086944,8.06e-05,-0.0530466,-0.5886703,0.0129,0.0161,0.02,0.0222,0.0253,0.0272,0.0306,0.0332,0.0363,0.0456
0.387,0.4392,0.6023,0.0483,0.1103,0.0563,0.0792,0.0911,0.0936,0.8475,0.8594,0.9681,0.0572,0.0795,0.0929,0.166234,0.019742699,7.24e-05,-0.0199931,-0.8459369,0.008,0.0113,0.0147,0.0168,0.02,0.0221,0.0252,0.0275,0.0314,0.0403
0.3896,0.4514,0.6891,0.0491,0.1175,0.0584,0.0662,0.0834,0.104,0.9093,0.8372,0.8755,0.0505,0.0515,0.0596,0.151423,0.01974319,7.12e-05,0.045022336,-0.7810564,0.0087,0.0112,0.0144,0.0166,0.0208,0.022,0.0247,0.0271,0.0313,0.0394
0.3668,0.4851,0.9233,0.0408,0.115,0.0627,0.0785,0.0806,0.0976,0.8156,0.9462,0.8788,0.0534,0.0901,0.0992,0.138332,0.025490755,7.39e-05,-0.3276133,-0.3617817,0.015,0.0186,0.0215,0.0245,0.0259,0.0283,0.0309,0.0331,0.036,0.0439
0.3605,0.4665,0.7062,0.0431,0.141,0.0591,0.08,0.0935,0.1147,0.9679,0.8686,0.9971,0.0625,0.0662,0.0883,0.165698,0.02340221,0.00010294,0.194255817,-0.5147155,0.0105,0.0145,0.0168,0.0203,0.0232,0.0256,0.029,0.0323,0.0367,0.0512
0.4161,0.4022,0.6187,0.0432,0.12,0.0604,0.0741,0.0944,0.0945,0.9617,0.9804,0.9492,0.0666,0.0862,0.0958,0.175211,0.021478081,7.75e-05,-0.0920008,-0.8257095,0.0098,0.0123,0.0156,0.0201,0.0214,0.0245,0.0265,0.03,0.0327,0.0418
0.3993,0.4874,0.8929,0.0469,0.1222,0.0672,0.0839,0.0914,0.1086,0.964,0.8805,0.8097,0.0509,0.0608,0.0925,0.107046,0.022168906,6.47e-05,-0.0993364,-0.5934941,0.011,0.0149,0.0172,0.0202,0.0222,0.0252,0.0267,0.0301,0.0328,0.0406
0.3529,0.4427,0.6574,0.0376,0.1344,0.0553,0.085,0.1046,0.1247,0.8525,0.9964,0.9317,0.0753,0.0947,0.0974,0.198771,0.025554068,0.00012251,0.224240579,-0.4208268,0.0108,0.0145,0.0201,0.0223,0.0253,0.0279,0.0317,0.035,0.0399,0.0559
0.4041,0.4143,0.7879,0.0395,0.1268,0.0509,0.0743,0.0828,0.1063,0.8497,0.885,0.9027,0.0559,0.0834,0.0919,0.173496,0.022660984,6.74e-05,-0.004913,-0.4882983,0.0119,0.0158,0.0181,0.0204,0.0224,0.0257,0.0268,0.03,0.0329,0.045
0.3988,0.4984,0.9411,0.0459,0.143,0.0735,0.0926,0.0942,0.1293,0.852,0.9937,0.8555,0.052,0.0531,0.063,0.089298,0.023395624,7.03e-05,-0.2526053,-0.5009419,0.0115,0.0154,0.0198,0.0209,0.025,0.0263,0.0285,0.0311,0.0344,0.0412
0.4058,0.4841,0.5003,0.0488,0.129,0.057,0.0796,0.0981,0.1145,0.8776,0.9865,0.9375,0.0849,0.0868,0.0925,0.100866,0.01752135,6.43e-05,0.105233572,-0.8151337,0.0062,0.0102,0.0112,0.0151,0.0171,0.0199,0.0219,0.0251,0.0276,0.0364
0.3695,0.4199,0.513,0.0461,0.124,0.0636,0.0875,0.0906,0.1137,0.9326,0.8459,0.9519,0.0639,0.0738,0.0932,0.201121,0.025314841,0.00012889,0.159583225,-0.3637344,0.0102,0.0144,0.0191,0.0215,0.0256,0.0284,0.0319,0.0351,0.0396,0.0604
0.3976,0.4522,0.7915,0.0394,0.1163,0.0538,0.0608,0.0851,0.0987,0.8234,0.8165,0.9649,0.0526,0.0545,0.0725,0.144153,0.017818805,4.64e-05,-0.0378136,-0.7651707,0.0097,0.0114,0.0151,0.016,0.0179,0.02,0.0215,0.0252,0.0268,0.0335
0.4053,0.4016,0.8625,0.05,0.1301,0.0631,0.0847,0.109,0.1117,0.9021,0.8832,0.8654,0.0648,0.0663,0.0726,0.183894,0.029697324,9.23e-05,-0.4035943,-0.3326553,0.0159,0.0217,0.0255,0.027,0.0308,0.0333,0.0356,0.0384,0.0417,0.0492
0.4086,0.4355,0.7737,0.0488,0.1134,0.059,0.0769,0.0932,0.0989,0.8376,0.9946,0.9772,0.0694,0.0794,0.0923,0.149444,0.021292822,6.36e-05,-0.0710192,-0.7423058,0.0102,0.0139,0.0158,0.0202,0.0214,0.0239,0.0261,0.0285,0.0317,0.0391
0.4135,0.469,0.6718,0.0394,0.1371,0.0652,0.069,0.0803,0.114,0.9103,0.9979,0.9977,0.0712,0.084,0.0975,0.1088,0.018033556,6.77e-05,0.111142888,-0.7939436,0.0063,0.0106,0.0124,0.0159,0.0179,0.0208,0.0224,0.0259,0.0295,0.0381
0.3964,0.497,0.8758,0.038,0.121,0.05,0.0708,0.081,0.1091,0.9556,0.8399,0.9433,0.0547,0.0606,0.083,0.099874,0.01747796,4.53e-05,0.045560545,-0.643519,0.01,0.0117,0.0142,0.0154,0.0172,0.0204,0.0213,0.024,0.0264,0.0357
0.3591,0.4887,0.6658,0.0486,0.1446,0.0658,0.066,0.1011,0.1249,0.9892,0.9861,0.9486,0.09,0.0903,0.0982,0.142351,0.023366847,0.00011094,0.108095101,-0.7011511,0.0101,0.0142,0.0165,0.0202,0.0232,0.0258,0.0297,0.0327,0.0371,0.0512
0.3588,0.4096,0.5243,0.0444,0.1336,0.0672,0.0876,0.0887,0.115,0.9045,0.828,0.8141,0.0563,0.0847,0.0957,0.22417,0.02578993,0.00010598,-0.1529378,-0.7837228,0.0106,0.0155,0.0205,0.0236,0.0258,0.0295,0.0319,0.0356,0.0393,0.0472
0.3885,0.4975,0.7025,0.0375,0.1284,0.0475,0.0682,0.0955,0.1208,0.938,0.8782,0.8142,0.0671,0.0867,0.0938,0.108108,0.01567695,5.34e-05,0.211436473,-0.7431779,0.006,0.0101,0.0109,0.0134,0.0158,0.0173,0.0204,0.0217,0.0258,0.0377
0.3837,0.4668,0.7021,0.0397,0.126,0.05,0.0594,0.0866,0.1099,0.9966,0.8198,0.8402,0.0764,0.0819,0.085,0.141868,0.01641057,5.16e-05,0.05036041,-0.9195361,0.0062,0.0106,0.0119,0.0146,0.0159,0.019,0.021,0.0232,0.026,0.0354
0.3814,0.4842,0.7826,0.0499,0.1457,0.0582,0.0799,0.1161,0.1214,0.8845,0.866,0.8021,0.0767,0.0781,0.0969,0.127559,0.021781358,8.28e-05,0.140744443,-0.6633782,0.0105,0.013,0.016,0.02,0.0218,0.0248,0.0266,0.0303,0.0341,0.0439
0.3647,0.43,0.7518,0.0412,0.1116,0.0642,0.0738,0.085,0.1013,0.9495,0.9445,0.8835,0.051,0.0548,0.0885,0.196731,0.02700469,0.00010255,0.062327,-0.546917,0.0149,0.0179,0.0212,0.0248,0.0264,0.0301,0.0332,0.0359,0.0406,0.0539
0.381,0.4446,0.9314,0.0497,0.1299,0.0723,0.085,0.0874,0.1218,0.99,0.8307,0.8297,0.0584,0.0606,0.0963,0.163378,0.030060465,0.00010626,-0.3644951,-0.3041496,0.0157,0.0209,0.0247,0.0275,0.0311,0.0333,0.0358,0.0397,0.0434,0.0517
0.4192,0.4933,0.6997,0.0421,0.1421,0.0658,0.0873,0.1015,0.1291,0.9111,0.9655,0.9004,0.0718,0.075,0.0862,0.072209,0.016201849,5.94e-05,0.230223887,-0.8027603,0.006,0.0101,0.011,0.0148,0.016,0.0179,0.0207,0.0229,0.0264,0.0377
0.3886,0.4419,0.537,0.0431,0.1464,0.0674,0.0853,0.1064,0.1165,0.9033,0.8447,0.8493,0.061,0.0971,0.099,0.163046,0.02231779,9.36e-05,0.0411659,-0.6550845,0.0096,0.0135,0.0162,0.0204,0.0218,0.0251,0.0277,0.0311,0.0353,0.0472
0.397,0.4774,0.6289,0.0463,0.1192,0.0526,0.0847,0.0973,0.1151,0.8225,0.9506,0.9656,0.0625,0.067,0.0849,0.114091,0.017803526,6.98e-05,0.213880634,-0.6758517,0.0064,0.0101,0.012,0.0151,0.0171,0.0202,0.0224,0.0257,0.0294,0.0406
0.3765,0.4799,0.6603,0.0407,0.1301,0.056,0.072,0.0945,0.1177,0.8049,0.8477,0.9633,0.0508,0.0787,0.0849,0.133331,0.01758014,6.19e-05,0.06375962,-0.8701109,0.0063,0.0104,0.0113,0.0153,0.0172,0.0201,0.0219,0.0249,0.0278,0.0367
0.3881,0.4669,0.8605,0.0443,0.1263,0.0698,0.0703,0.0869,0.1105,0.8315,0.8096,0.9537,0.0518,0.0857,0.0906,0.136767,0.023203825,6.96e-05,-0.0804056,-0.6107519,0.0116,0.0153,0.0198,0.021,0.0233,0.0256,0.0272,0.0312,0.035,0.0418
0.378,0.4613,0.6757,0.0392,0.1103,0.0539,0.0739,0.0832,0.0919,0.8207,0.989,0.9083,0.0518,0.0614,0.0799,0.1559,0.018122971,5.83e-05,0.02861428,-0.7144092,0.0066,0.0106,0.0145,0.0156,0.0186,0.0202,0.0223,0.0252,0.0276,0.0364
0.4083,0.4888,0.7095,0.0436,0.138,0.0567,0.0859,0.0948,0.1069,0.948,0.9493,0.9054,0.0599,0.0989,0.0994,0.09127,0.01753487,7.08e-05,0.260984951,-0.679897,0.0063,0.0097,0.0116,0.0147,0.0168,0.0197,0.0217,0.0252,0.029,0.04
0.369,0.4717,0.8053,0.0371,0.1479,0.0732,0.0852,0.0942,0.1116,0.9886,0.8484,0.9118,0.0579,0.0931,0.096,0.147557,0.024494999,8.4e-05,-0.0792524,-0.7726754,0.0118,0.0159,0.0202,0.0218,0.0248,0.0268,0.0307,0.0333,0.0364,0.0433
0.3821,0.4188,0.857,0.0386,0.1237,0.0534,0.0601,0.09,0.1011,0.8167,0.921,0.9723,0.0586,0.0702,0.0965,0.191778,0.02436348,6.51e-05,-0.329421,-0.4219849,0.0147,0.0169,0.0208,0.0224,0.025,0.0266,0.0299,0.032,0.0345,0.0433
0.4095,0.452,0.7236,0.0431,0.1272,0.0586,0.0756,0.0879,0.1104,0.9605,0.8366,0.955,0.0694,0.0814,0.0991,0.12841,0.01870006,6.49e-05,0.0078124,-0.8533252,0.0068,0.0109,0.015,0.0162,0.0199,0.021,0.0247,0.026,0.0298,0.0377
0.3958,0.4838,0.8895,0.0494,0.1459,0.0652,0.0969,0.1117,0.1334,0.813,0.9663,0.9012,0.0695,0.0814,0.0982,0.114367,0.024684868,7.78e-05,0.05571254,-0.2614486,0.0138,0.017,0.0206,0.0221,0.0251,0.0268,0.0292,0.0324,0.0364,0.0482
0.3789,0.4826,0.6194,0.0368,0.1486,0.0521,0.0734,0.1097,0.1186,0.8024,0.8263,0.9108,0.0626,0.0641,0.0861,0.1292,0.017880925,7.46e-05,0.339623423,-0.4813249,0.0065,0.0106,0.0125,0.0157,0.0169,0.02,0.0221,0.0259,0.0297,0.045
0.3897,0.4701,0.9344,0.047,0.1148,0.0591,0.0875,0.0878,0.1058,0.9701,0.8382,0.8303,0.0615,0.0805,0.0992,0.134887,0.025551801,7.76e-05,-0.3310524,-0.3117134,0.0134,0.0189,0.0209,0.0238,0.0255,0.0281,0.0309,0.0333,0.0365,0.0461
0.4153,0.471,0.6786,0.048,0.1229,0.0642,0.0744,0.1001,0.1096,0.8962,0.9836,0.9013,0.0583,0.0764,0.0834,0.108269,0.01783325,6.41e-05,0.052833082,-0.8842301,0.0063,0.0106,0.0121,0.0157,0.0175,0.0205,0.0221,0.0256,0.0288,0.0377
0.4159,0.4138,0.6424,0.0498,0.1447,0.0713,0.0764,0.0938,0.1206,0.8845,0.8076,0.8077,0.051,0.072,0.0868,0.159491,0.022072477,8.8e-05,-6.21e-05,-0.8755308,0.0099,0.0128,0.0159,0.0203,0.0216,0.0246,0.027,0.0312,0.0356,0.0424
0.3837,0.4306,0.8381,0.0441,0.1168,0.0571,0.0689,0.0903,0.1058,0.9745,0.9398,0.9242,0.0509,0.0794,0.0906,0.179608,0.02609706,7.5e-05,-0.2320435,-0.3828558,0.0143,0.0184,0.0215,0.025,0.0266,0.029,0.0312,0.0337,0.0367,0.0485
0.3525,0.4256,0.6044,0.0484,0.1477,0.0661,0.0779,0.1094,0.1367,0.9038,0.8658,0.9511,0.0502,0.0511,0.0525,0.212012,0.03052253,0.00019339,0.123315622,-0.8641092,0.0122,0.017,0.0212,0.0257,0.0303,0.0336,0.0382,0.0439,0.0505,0.0602
0.4095,0.4218,0.7743,0.0483,0.1131,0.0567,0.0733,0.0817,0.1005,0.9616,0.9622,0.9046,0.0511,0.0875,0.0969,0.161835,0.02258369,6.61e-05,-0.12882,-0.6521314,0.0113,0.0152,0.0176,0.0209,0.0226,0.0249,0.0268,0.0302,0.033,0.0424
0.3764,0.4879,0.9282,0.0372,0.1149,0.0538,0.0612,0.0943,0.1007,0.8545,0.9413,0.8517,0.0677,0.0729,0.0838,0.129756,0.02293991,6.37e-05,-0.2439344,-0.4187395,0.012,0.0159,0.0197,0.0215,0.0237,0.0256,0.0275,0.0304,0.0332,0.0439
0.4072,0.4929,0.669,0.0442,0.1289,0.0621,0.079,0.0872,0.1135,0.9001,0.8801,0.9815,0.0543,0.0553,0.0818,0.087855,0.015797266,5.47e-05,0.167156627,-0.9016799,0.0058,0.0095,0.011,0.0136,0.0156,0.0175,0.0208,0.0223,0.0257,0.0328
0.3712,0.4365,0.6401,0.0383,0.1234,0.0576,0.0748,0.0915,0.1167,0.9637,0.9109,0.8237,0.0644,0.0708,0.074,0.189261,0.021970426,8.56e-05,0.123336946,-0.6002986,0.0107,0.0133,0.0157,0.0198,0.0213,0.0242,0.0265,0.0305,0.0343,0.0461
0.4198,0.4139,0.8417,0.0396,0.1265,0.0681,0.0787,0.0964,0.1117,0.8496,0.868,0.9529,0.0561,0.0872,0.0944,0.158481,0.024760246,7.29e-05,-0.1956149,-0.5003628,0.0147,0.0165,0.021,0.0224,0.0254,0.0272,0.03,0.032,0.0359,0.0439
0.3592,0.419,0.9147,0.0469,0.1349,0.0593,0.0943,0.0989,0.1192,0.982,0.8678,0.9737,0.0783,0.0861,0.0915,0.212319,0.036189992,0.00015768,-0.1816177,-0.1957613,0.0209,0.0254,0.0302,0.0333,0.0364,0.04,0.0428,0.047,0.0523,0.0667
0.3571,0.4607,0.8463,0.0407,0.122,0.0519,0.0664,0.0868,0.0941,0.9007,0.8595,0.8786,0.0509,0.0803,0.0941,0.172984,0.024905406,8.13e-05,0.0020784,-0.4423593,0.0135,0.016,0.021,0.0225,0.0248,0.0268,0.0302,0.0332,0.0362,0.0495
0.4055,0.4705,0.6176,0.0483,0.1439,0.0625,0.0742,0.1155,0.1279,0.9395,0.9584,0.9604,0.0638,0.0943,0.0948,0.11055,0.020362875,9.19e-05,0.208189184,-0.7188354,0.0069,0.0114,0.015,0.0167,0.0207,0.0225,0.0255,0.0294,0.0337,0.043
0.3913,0.434,0.8059,0.0369,0.1254,0.0581,0.0758,0.1014,0.1028,0.9016,0.8642,0.8166,0.0553,0.0571,0.0851,0.169368,0.023780419,7.62e-05,-0.0111583,-0.6394426,0.0122,0.016,0.0191,0.0208,0.0249,0.0265,0.0288,0.0319,0.0358,0.0447
0.3913,0.4561,0.9086,0.0394,0.1101,0.0511,0.0632,0.0917,0.0986,0.913,0.9379,0.9118,0.0622,0.0792,0.0873,0.147597,0.024347083,7.43e-05,-0.1577232,-0.4017321,0.0131,0.0162,0.0201,0.0216,0.0243,0.0261,0.0293,0.0321,0.0356,0.0461
0.3516,0.4365,0.659,0.0366,0.1343,0.063,0.0916,0.098,0.1122,0.9454,0.9858,0.9575,0.073,0.0895,0.0898,0.1957,0.026512245,0.00012497,0.189437009,-0.6029468,0.0114,0.0153,0.0207,0.0229,0.026,0.0289,0.0324,0.0362,0.0418,0.0559
0.3947,0.4966,0.7354,0.0445,0.1114,0.0544,0.0745,0.0865,0.1016,0.8534,0.8218,0.9204,0.0645,0.0861,0.0903,0.10183,0.016188828,5.2e-05,0.03376318,-0.9559555,0.006,0.01,0.0115,0.0152,0.0161,0.0192,0.0204,0.0229,0.026,0.0335
0.3894,0.4895,0.6574,0.0426,0.145,0.0678,0.083,0.1033,0.1311,0.9353,0.9191,0.8109,0.0691,0.0925,0.0946,0.110604,0.01945708,7.92e-05,0.08619234,-0.8287762,0.0067,0.0111,0.0147,0.0162,0.0202,0.0217,0.0248,0.0272,0.0316,0.0427
0.3946,0.4727,0.8258,0.041,0.1204,0.0623,0.0674,0.0876,0.1033,0.891,0.9989,0.8563,0.0547,0.0791,0.0848,0.127654,0.01971181,5.4e-05,-0.1074308,-0.7096109,0.0102,0.0115,0.0154,0.0177,0.0202,0.0217,0.0244,0.0259,0.0292,0.0367
0.4022,0.4106,0.7787,0.0401,0.1366,0.0674,0.0831,0.1044,0.1238,0.9727,0.8877,0.8796,0.0527,0.0836,0.0888,0.180321,0.02578866,8.1e-05,-0.1106459,-0.6001797,0.0135,0.0171,0.0206,0.0235,0.0253,0.028,0.0313,0.0341,0.0374,0.0461
0.3631,0.4068,0.9159,0.0452,0.1319,0.0527,0.0737,0.0991,0.1139,0.8313,0.9115,0.9445,0.0678,0.0881,0.0979,0.220331,0.03258841,0.00010979,-0.4808638,-0.1026596,0.0183,0.0237,0.0273,0.0307,0.0339,0.0363,0.0393,0.0415,0.0452,0.0572
0.3568,0.4895,0.6935,0.0396,0.1344,0.0614,0.0685,0.0936,0.1245,0.9673,0.8962,0.987,0.0757,0.0848,0.0945,0.143052,0.02165623,9.79e-05,0.24857536,-0.4736183,0.0094,0.0112,0.0153,0.0198,0.0212,0.0243,0.0263,0.0305,0.0354,0.0472
0.38,0.4207,0.7816,0.0384,0.148,0.0593,0.0813,0.1046,0.1369,0.9753,0.9771,0.9419,0.0504,0.0702,0.0943,0.187182,0.02837164,0.00010856,0.04176213,-0.4853546,0.0156,0.0203,0.0222,0.026,0.0278,0.031,0.0351,0.0374,0.0422,0.055
0.3931,0.4287,0.5492,0.0441,0.1473,0.0535,0.0918,0.0966,0.1081,0.8224,0.8884,0.9631,0.0525,0.0615,0.076,0.169287,0.019655172,7.2e-05,0.01526629,-0.7020536,0.0081,0.0119,0.0155,0.0168,0.0199,0.0222,0.0256,0.0275,0.0309,0.0447
0.4001,0.4433,0.718,0.0423,0.1307,0.0621,0.0648,0.0963,0.1166,0.9398,0.8295,0.8288,0.0542,0.0647,0.0977,0.151964,0.020078286,6.98e-05,0.016443227,-0.8325871,0.009,0.0114,0.0145,0.017,0.0207,0.0219,0.0254,0.0273,0.0315,0.0391
0.4096,0.4765,0.8689,0.0358,0.1228,0.0539,0.0684,0.0957,0.1064,0.8754,0.9337,0.9479,0.0662,0.0683,0.0735,0.105623,0.018106,4.42e-05,-0.0279763,-0.6169837,0.0103,0.0119,0.0147,0.0159,0.0183,0.0206,0.0216,0.025,0.0265,0.0354
0.3936,0.4871,0.6114,0.0487,0.119,0.0576,0.0743,0.0999,0.102,0.8931,0.8865,0.9595,0.0527,0.0599,0.0958,0.11497,0.018148778,6.89e-05,0.106546393,-0.8059954,0.0064,0.0103,0.0128,0.0152,0.0183,0.0203,0.0229,0.0256,0.0294,0.04
0.4069,0.426,0.511,0.0433,0.1297,0.0701,0.0703,0.0925,0.1173,0.938,0.8114,0.964,0.0563,0.0641,0.0856,0.161174,0.020028381,7.92e-05,-0.0080103,-0.9415112,0.007,0.0111,0.0154,0.0171,0.0206,0.0224,0.0258,0.0286,0.0324,0.0381
0.3544,0.426,0.8292,0.0389,0.1112,0.0525,0.0683,0.0893,0.1038,0.8686,0.8024,0.8984,0.0519,0.0564,0.0854,0.213275,0.027338737,9.2e-05,-0.0630185,-0.4409151,0.0154,0.0198,0.0215,0.0253,0.0274,0.0303,0.0333,0.0358,0.0399,0.0534
0.3519,0.4597,0.7297,0.0475,0.1193,0.0565,0.0877,0.091,0.1064,0.9083,0.955,0.8334,0.0516,0.0644,0.072,0.183783,0.02514147,9.87e-05,0.117666996,-0.576017,0.0117,0.0163,0.0202,0.0218,0.0253,0.027,0.0313,0.0348,0.0384,0.0541
0.4,0.4991,0.6408,0.0404,0.1294,0.0556,0.0634,0.0993,0.1173,0.8677,0.9339,0.8835,0.0594,0.0742,0.0749,0.092999,0.01634046,5.74e-05,0.109336726,-0.9422976,0.006,0.0102,0.0117,0.0144,0.0158,0.019,0.0211,0.0238,0.0264,0.0354
